GENDER	AGE	PT1	LT1	STEP1	TT1	RESULT1	PT2	LT2	STEP2	TT2	RESULT2	PT3	LT3	STEP3	TT3	RESULT3	PT4	LT4	STEP4	TT4	RESULT4	PT5	LT5	STEP5	TT5	RESULT5	PT6	LT6	STEP6	TT6	RESULT6	PT7	LT7	STEP7	TT7	RESULT7	PT8	LT8	STEP8	TT8	RESULT8	PT9	LT9	STEP9	TT9	RESULT9	PT10	LT10	STEP10	TT10	RESULT10
0	20.83	11016	11984	46	23219	1	27437	28031	17	32234	1	10062	10968	22	14968	1	5156	6312	29	11969	1	11703	15250	42	22203	1	16829	18454	43	33735	1	16079	20907	56	33750	1	4484	5484	39	14734	1	11281	12000	46	27625	1	12515	13687	47	27469	1
0	20	44781	45859	46	60140	1	39031	39859	17	43125	1	30266	31406	20	42422	1	20407	21297	29	30297	1	29719	35453	42	48406	1	65547	67406	23	72890	1	62110	67016	36	77110	1	41469	42406	39	54703	1	66125	67281	44	81375	1	66328	67578	46	93641	1
0	21.08	16313	18438	50	44532	1	16562	17406	17	22125	1	10750	12078	20	17781	1	24906	25890	27	37203	1	23828	30515	42	39125	1	17859	26593	27	32109	1	29094	32985	31	63813	1	14312	15609	39	28844	1	30172	31015	44	49093	1	21469	22688	46	40219	1
0	20.58	15656	17984	46	40125	1	9203	14187	17	18750	1	4766	12797	20	19750	1	16313	17688	29	31422	1	12796	22812	42	32062	1	8938	14313	23	21250	1	22063	25766	29	36438	1	18812	22281	39	42766	1	18218	19390	46	40515	1	15828	18125	46	38390	1
1	20.92	43453	44656	52	59375	1	13328	14359	17	18875	1	18781	20000	22	24765	1	9797	10593	27	17422	1	3391	15438	42	22860	1	23172	26516	25	32360	1	9297	12765	36	23015	1	6437	25687	39	35875	1	7954	8797	46	20047	1	13078	14562	46	35656	1
0	20.92	42063	43547	47	61344	1	25906	27625	17	32765	1	16875	18844	20	27781	1	23594	24969	29	33360	1	18359	24578	42	32734	1	47047	48968	25	55328	1	23500	27937	38	38593	1	44750	46578	39	61172	1	9016	9984	46	30922	1	58984	61344	46	89172	1
0	20.92	14047	15797	46	32734	1	19563	20594	17	25266	1	9015	10500	20	15984	1	20719	21844	27	30625	1	21469	26422	42	36610	1	10187	12750	23	19484	1	33422	37938	36	49719	1	12625	14828	39	27922	1	11703	13297	46	41141	1	28937	30515	46	48281	1
0	20	22359	25047	48	95609	1	53687	56734	17	60984	1	16485	18172	20	23657	1	38453	39750	27	60312	1	42016	53141	42	68281	1	21765	34500	23	40265	1	42000	46593	36	61812	1	22156	53781	39	83985	1	32547	36125	46	108156	1	109813	111516	46	143313	1
0	20.33	38062	39344	51	53047	1	29000	30360	17	35797	1	7875	8875	22	15859	1	14203	15094	27	22391	1	5906	13641	42	20125	1	65875	67843	39	83890	1	66750	77531	51	91546	1	5781	7531	39	17438	1	1750	49859	46	63703	1	51266	52954	46	71000	1
0	20.33	5672	7187	46	24828	1	18594	19328	17	23891	1	10531	11828	20	17422	1	6547	7937	27	16828	1	14953	21453	44	32109	1	7047	9000	25	16578	1	7953	13953	36	25125	1	6735	7938	39	25329	1	14672	15625	50	37610	1	11922	13609	46	29906	1
