"GENDER" "AGE" "PT1" "LT1" "STEP1" "TT1" "RESULT1" "PT2" "LT2" "STEP2" "TT2" "RESULT2" "PT3" "LT3" "STEP3" "TT3" "RESULT3" "PT4" "LT4" "STEP4" "TT4" "RESULT4" "PT5" "LT5" "STEP5" "TT5" "RESULT5" "PT6" "LT6" "STEP6" "TT6" "RESULT6" "PT7" "LT7" "STEP7" "TT7" "RESULT7" "PT8" "LT8" "STEP8" "TT8" "RESULT8" "PT9" "LT9" "STEP9" "TT9" "RESULT9" "PT10" "LT10" "STEP10" "TT10" "RESULT10"
"174" 0 21.58 4094 6016 51 25375 1 2266 3406 69 99562 1 3203 6984 20 12484 1 1812 8687 29 29375 0 3188 19156 32 44984 0 4110 5781 23 12297 1 5422 8281 39 47609 0 7578 10266 26 27250 0 4016 5234 66 38344 1 2625 91891 80 118844 1
"175" 1 21.24666667 46828 48297 46 60907 1 12172 18734 17 23375 1 60844 95094 20 152828 1 65609 66234 27 118406 1 48250 57953 42 78594 1 17860 47844 23 52453 1 21500 31906 36 42797 1 29672 30765 33 41109 1 185125 185922 44 236829 1 117609 119140 46 181968 1
"176" 0 22.74666667 46922 48406 45 70250 1 41907 43672 17 48688 1 39015 40984 20 52687 1 56266 58297 27 68797 1 15750 21484 42 33500 1 80953 85093 29 103265 1 26187 29109 31 40859 1 49703 51875 15 77125 0 57703 59171 46 80437 1 64641 67625 47 86000 1
"177" 0 20.74666667 4907 5891 50 21891 1 30407 32797 17 36219 1 28328 29797 22 40125 1 16766 17625 27 27656 1 7625 27625 44 34156 1 8688 10078 23 14516 1 25015 27718 36 35421 1 12719 31735 39 41797 1 5078 5891 46 24391 1 25640 26484 15 56328 0
"178" 0 20.08 2407 3532 50 22422 1 20156 98594 87 194562 1 2031 16312 23 28578 0 1078 5937 27 12594 1 5922 21625 42 29641 1 1609 24391 23 30422 1 2172 41281 60 51187 1 1844 47563 59 58500 1 2094 9765 56 51781 1 875 7422 41 30078 0
"179" 0 21.08 4938 14453 47 42453 1 44890 47937 17 55953 1 36218 61593 30 84968 1 12734 14765 31 35234 1 107000 176156 52 233906 0 94656 100375 29 135906 1 83734 90781 13 101266 0 62032 63594 39 77954 1 56890 58922 46 87312 1 122234 123875 21 178375 0
"180" 1 21.91333333 2671 4406 48 20500 1 16578 19844 17 27047 1 4969 11063 20 17438 1 7422 8469 29 18313 1 4016 9516 42 19875 1 4922 7375 23 13750 1 5328 9062 45 22687 1 5359 6969 39 20250 1 5172 8437 54 33937 1 5094 11141 46 30094 1
"181" 1 20.74666667 74703 76187 47 90047 1 44110 45407 17 50422 1 23640 25562 20 31890 1 27765 28593 27 35828 1 48953 55406 42 73891 1 30469 32703 23 37813 1 45438 49032 36 62250 1 25625 27343 39 44828 1 21797 23125 44 54313 1 160922 162718 48 185250 1
"182" 0 22.16333333 8079 14907 58 55219 1 3203 20000 29 28688 1 8828 14157 22 20625 1 2406 26203 29 32766 1 3375 8812 42 14937 1 2391 12610 23 17032 1 4578 28641 50 53875 1 2469 15250 41 25484 1 6688 11578 50 33641 1 6578 10172 71 42750 1
"183" 0 20.66333333 969 23625 60 66657 1 13765 14968 17 19765 1 25203 27281 24 34016 1 80078 80890 31 91172 1 1562 13750 44 21375 1 1078 17125 29 24234 1 828 22484 54 31078 1 891 59188 47 69032 1 1640 23172 50 39047 1 31328 32953 48 47703 1
"184" 1 19.91333333 15406 16625 46 35344 1 20704 21750 17 27110 1 9969 11391 22 19141 1 43297 44156 29 55875 1 11203 18547 42 30531 1 11969 14453 23 24266 1 14344 18188 29 30938 1 80422 85484 39 110109 1 27141 28578 44 48141 1 20531 22235 46 47125 1
"185" 0 22.58 16328 18094 56 56594 1 53593 55687 17 63797 1 7093 7843 10 142812 0 17281 18515 29 29937 1 49078 56703 42 71109 1 23485 27266 23 35985 1 3922 7203 22 48141 0 40000 42406 39 56422 1 19422 22110 44 62594 1 110188 112578 50 141547 1
"186" 0 20.24666667 30078 33531 46 72485 1 33657 35235 17 41344 1 38625 38985 6 48922 0 57000 58438 29 69328 1 52625 60484 48 99234 0 27563 37703 37 53156 1 17391 24844 35 40297 1 20906 22344 9 39328 0 8344 52031 33 117500 0 60625 64672 12 73906 0
"187" 0 20.66333333 26812 29640 45 75094 1 38469 40000 17 46969 1 14922 17453 20 30828 1 16250 55453 29 73468 1 12344 21250 44 47688 1 16282 20516 23 49453 1 25359 30125 50 78000 1 141078 144250 39 166110 1 56375 61813 44 88282 1 34719 38156 47 102016 1
"188" 0 19.24666667 40407 41688 47 61641 1 5766 19469 17 23953 1 9218 10671 22 16218 1 10063 11047 27 18906 1 5922 10141 42 18594 1 2641 27703 23 35016 1 8922 16219 50 29610 1 7015 9187 39 29359 1 7063 24484 48 42766 1 13938 15875 46 29500 1
"189" 0 19.16333333 2390 15875 47 37828 1 30297 68250 43 72984 1 8078 13156 22 19125 1 16688 17781 27 25500 1 2641 9094 42 15656 1 8110 10485 23 14750 1 14922 22938 47 37922 1 1844 11140 39 21531 1 11890 13515 44 30297 1 1937 21172 50 35484 1
"190" 0 19.74666667 12125 13797 48 35578 1 24218 27187 17 31531 1 8125 12907 22 19735 1 9375 10484 27 20187 1 23859 31187 42 42047 1 8906 12531 23 19281 1 27219 31328 57 52985 1 16703 19203 41 33734 1 29391 34344 46 51219 1 33766 36937 48 58781 1
"191" 0 18.16333333 2719 10703 41 36563 0 2578 12797 19 15860 1 4906 5328 3 24312 0 16563 17969 27 25750 1 5640 9515 42 15797 1 3485 6078 23 10203 1 10657 13047 36 20313 1 25468 26734 39 35187 1 10625 26188 44 35250 1 31718 33859 48 49109 1
"192" 0 19.33 12109 13453 46 31906 1 15328 16219 17 20734 1 24406 28953 5 46422 0 17969 19094 29 29797 1 9937 16234 42 25469 1 10547 15109 29 24516 1 51156 53937 9 60312 0 10312 11797 39 26406 1 15781 17609 46 35390 1 22344 24438 46 44188 1
"193" 0 20.83 23156 25312 54 83265 1 51375 53140 17 60484 1 10125 12906 24 27562 1 101938 104297 29 120406 1 453766 465516 42 486250 1 199875 205203 34 287313 1 77391 88531 36 111406 1 274828 277328 43 355937 1 45687 49734 44 111797 1 14547 20485 6 71844 0
"194" 0 21.91333333 6938 18204 45 43204 1 8609 20516 17 24766 1 2563 11719 22 18094 1 22875 23937 27 32656 1 5000 12125 42 20235 1 8125 9953 23 14797 1 16110 19891 49 35266 1 9922 11313 39 22610 1 17453 25313 44 39532 1 12235 13938 48 30063 1
"195" 0 20.49666667 51437 52656 50 82797 1 13563 14375 19 31344 1 31093 32343 22 51343 1 9062 23328 31 50953 1 24125 30328 30 104000 0 88781 90750 25 98984 1 35000 39969 38 50312 1 25219 78110 39 91156 1 48172 48953 56 77984 1 62844 63641 15 128110 0
"196" 0 22.83 6516 7828 48 27328 1 3781 16406 21 21563 1 8844 10610 22 18094 1 13172 13969 27 21016 1 3907 13000 42 25172 1 10969 14234 23 23187 1 18281 22875 36 33797 1 10141 11938 39 34750 1 81188 90719 46 106766 1 7312 10297 15 23687 0
"197" 1 20.66333333 10000 14625 45 34375 1 7265 8359 17 11640 1 14391 15891 20 19750 1 10984 11765 27 18078 1 1360 6360 44 12313 1 8265 20640 41 36656 1 1375 14625 47 27156 1 4875 5781 39 19672 1 9234 10078 44 21812 1 7547 8719 50 23906 1
"198" 0 20.24666667 9329 10735 52 39782 1 17391 18547 17 23422 1 26000 27547 20 44734 1 18765 19625 29 28656 1 53360 65563 42 81047 1 16422 26515 23 33968 1 25437 35531 46 67343 1 15438 16875 35 41594 1 26657 27188 44 63953 1 81094 83703 48 110234 1
"199" 1 21.41333333 51063 53172 51 70891 1 79235 79235 0 79235 0 36406 38344 20 48094 1 97281 98266 27 105156 1 37531 43515 42 51547 1 41797 44594 29 52532 1 16015 19469 49 33781 1 14188 16782 39 27703 1 21781 22578 62 41453 1 55500 57266 46 72391 1
"200" 0 20.58 12468 13859 46 27312 1 42015 42781 17 46734 1 11594 12000 6 27454 0 39516 40500 29 49547 1 16750 35297 42 42125 1 8156 10000 23 14937 1 38297 41563 50 61016 1 16047 17782 41 29125 1 5875 20312 44 35265 1 37766 39453 46 54141 1
"201" 0 20.58 4703 11891 45 43797 1 2969 15766 21 22156 1 21625 31563 22 39156 1 36563 39625 40 129453 0 27062 28812 30 51453 0 69140 91718 29 101718 1 69485 80985 17 95891 0 123860 128079 43 144360 1 113329 114782 44 141782 1 16234 28734 48 56656 1
"202" 0 21.16333333 3157 4938 46 21969 1 3234 10375 31 51234 1 8125 10062 22 19078 1 1235 10047 29 19500 1 1531 18406 44 30328 1 6765 9265 23 16765 1 12672 55188 42 70344 1 1719 14906 39 29984 1 1921 5828 62 38031 1 4500 10672 48 32047 1
"203" 0 20.58 13500 14704 46 33469 1 12516 13641 17 18188 1 27062 27437 16 44296 0 32250 33000 29 41391 1 85093 100515 33 116406 0 73094 75360 29 90282 1 17375 73625 36 84281 1 27141 28485 39 41297 1 89609 94203 29 129718 0 47609 48937 46 66687 1
"204" 0 20.08 1547 2687 53 18656 1 7516 8297 17 11188 1 1609 10625 26 15719 1 890 3531 43 22265 1 2500 8500 42 16219 1 4875 6640 23 11609 1 2093 30359 36 38687 1 2235 8985 39 19860 1 2672 4922 54 52781 1 2375 15406 42 29594 0
"205" 0 20.33 3032 3032 1 7157 0 5641 6485 17 11031 1 1969 4079 14 14250 0 1812 3359 27 14469 1 2235 9313 42 18313 1 1204 5782 23 11594 1 1000 11578 34 33375 0 2485 4391 39 18579 1 6125 6953 44 23140 1 2437 3297 30 17843 0
"206" 0 21.41333333 1735 1735 6 9110 0 14000 49093 17 54406 1 4375 5578 13 27078 0 3156 5016 37 33250 0 8344 23500 44 43656 1 4766 7359 23 18187 1 18297 24344 36 38156 1 118734 131844 41 150266 1 8875 12734 66 60297 1 13907 16610 13 27735 0
"207" 0 22.49666667 28266 29672 46 55016 1 32921 40437 17 45171 1 69172 70766 20 77797 1 38453 40578 29 49547 1 7375 33437 44 46047 1 94594 111031 23 120266 1 27218 41406 29 54046 1 23078 32750 39 46156 1 33625 34735 46 53438 1 99203 102515 40 138031 0
"208" 0 18.99666667 23688 25641 52 52688 1 44125 51016 17 58203 1 11234 19250 24 29266 1 9859 13562 27 28281 1 43672 54750 44 66078 1 59454 71907 29 98313 1 31781 38937 47 68468 1 29079 33047 41 61500 1 38688 59063 44 95422 1 36219 42828 47 77656 1
"209" 0 19.99666667 2844 4828 52 23485 1 21781 23406 17 27656 1 1672 8781 22 15797 1 3063 7266 31 14266 1 2656 6296 6 9500 0 6922 16672 23 22485 1 2125 13171 42 23859 1 3532 19844 35 43532 1 8250 10172 44 28516 1 8079 17094 50 31485 1
"210" 0 20.66333333 21875 23250 52 72750 1 25907 28344 19 34235 1 18297 19828 20 37187 1 19437 20406 29 30000 1 44875 54875 44 66407 1 22297 25063 23 34281 1 27969 31484 36 42437 1 21469 24375 39 39813 1 35562 35968 44 57125 1 78891 80485 46 102641 1
"211" 0 20.49666667 6015 21156 46 58546 1 19047 19969 17 24797 1 7281 18109 8 22672 0 95140 97922 33 113781 1 2468 20406 42 29890 1 30156 36875 27 47516 1 2297 40328 59 53062 1 12719 47078 63 102735 1 2453 18281 48 43469 1 19312 28234 48 55375 1
"212" 0 20.58 25968 27156 46 44922 1 16906 18594 17 22687 1 18297 19781 20 25531 1 29235 30860 34 41016 1 6547 11453 42 21125 1 28765 31984 23 39765 1 14437 21359 38 30703 1 10500 15797 39 28328 1 52406 53406 44 67641 1 31078 32766 46 50516 1
"213" 0 19.66333333 34985 36329 46 57797 1 15437 16453 17 21203 1 56172 59687 20 66594 1 14516 15969 27 25563 1 27578 32906 42 42187 1 57406 60266 23 66750 1 59141 62719 36 73282 1 20359 23047 39 35250 1 23875 25109 44 46141 1 15219 17250 46 33500 1
"214" 1 19.99666667 12016 13750 46 28391 1 11765 15687 17 21281 1 6906 7203 4 86234 0 6313 7204 27 14938 1 5953 10813 44 19891 1 8297 10781 25 16437 1 8328 11703 29 20141 1 5891 9672 41 22860 1 4563 11203 46 26219 1 11781 13250 46 28265 1
"215" 0 22.24666667 14984 16937 54 40593 1 2234 31453 21 36875 1 8344 9829 20 18500 1 23391 24578 29 35657 1 18625 46578 52 63968 1 10125 12094 23 19875 1 18609 42406 50 63031 1 11015 12344 39 32156 1 22641 24235 6 47657 0 76172 77125 36 124609 0
"216" 0 21.41333333 23250 24422 46 39828 1 23828 25672 19 30297 1 14344 16266 22 23563 1 12922 14188 27 22250 1 9719 26328 42 35063 1 24515 30297 29 50328 1 16750 19906 36 29437 1 17656 19828 39 32062 1 22281 22796 31 50046 0 12031 103531 46 137109 1
"217" 1 21.49666667 3531 9906 46 28000 1 16500 17500 17 22157 1 12515 18687 20 27937 1 12703 13953 32 23734 1 8656 14797 42 28344 1 6157 18641 23 24719 1 27359 30719 36 41859 1 27859 33421 39 45921 1 8797 9375 46 30469 1 8438 28625 46 54047 1
"218" 0 22.99666667 13657 15219 46 35407 1 41593 42484 19 50047 1 10312 11875 20 18718 1 20516 21641 27 30641 1 17969 28625 46 40954 1 11656 13906 23 20859 1 26750 33437 36 53797 1 20812 23531 39 40625 1 25718 27015 44 45531 1 34719 36922 47 56813 1
"219" 1 22.66333333 1985 5047 52 17781 1 9031 15016 17 18313 1 4094 6500 24 12016 1 1704 11000 39 17532 1 1484 8781 44 16719 1 2219 11906 23 17438 1 5406 10594 36 21938 1 4187 13906 39 24296 1 2188 9688 44 25313 1 3156 7328 46 20735 1
"220" 1 19.74666667 17269 18345 46 35427 1 25553 27066 17 32168 1 94614 94879 2 122741 0 26332 39889 31 50793 1 10389 14976 18 42478 0 49530 51652 27 72837 1 19126 26442 42 36551 1 16131 17800 41 31809 1 16582 17924 46 144971 1 23478 30700 46 49686 1
"221" 1 18.99666667 23478 25053 53 52556 1 7457 8330 17 12261 1 21855 27159 20 36364 1 17877 21294 27 34195 1 30638 36691 42 44928 1 7036 10296 23 16115 1 10031 20795 50 42027 1 3370 5601 6 49218 0 6147 6833 46 34320 1 19672 21513 46 41762 1
"222" 1 20.91333333 10686 11778 46 25225 1 12651 13665 17 18096 1 9391 11107 22 17113 1 6115 10826 27 17285 1 10748 16161 42 22932 1 3947 5647 23 10109 1 7035 9843 46 24476 1 7005 8362 39 16973 1 13993 15038 44 26457 1 6911 8565 46 21903 1
"223" 0 21.74666667 10468 11669 45 31372 1 17566 24227 17 28049 1 13385 14274 22 18439 1 10327 11341 27 17628 1 14696 19391 42 25226 1 15865 22371 23 27363 1 22745 25100 36 34554 1 15553 31028 39 41402 1 12106 13073 44 23650 1 17394 18626 46 29219 1
"224" 0 21.08 72742 74786 45 105518 1 71355 73071 17 81838 1 20217 21621 20 28751 1 6365 57112 33 68032 1 18689 28642 42 41730 1 28392 31746 23 41200 1 56768 59935 24 96189 0 33711 39078 51 156764 1 48141 49405 46 76549 1 10203 76581 48 105581 1
"225" 0 17.91333333 49343 51512 46 87423 1 36597 38469 17 45755 1 24914 28190 20 44710 1 13697 15116 29 31465 1 26489 36395 42 55989 1 90683 94661 23 109918 1 33338 45677 36 70856 1 46441 49218 39 69872 1 33556 35615 44 67829 1 16364 43071 46 77204 1
"226" 1 18.49666667 40592 42089 46 66394 1 68297 71495 17 76299 1 12526 14601 20 27908 1 68063 69155 32 84786 1 19874 26208 42 38360 1 32541 34554 23 41464 1 26052 30155 36 44835 1 20795 22339 39 35537 1 21310 22370 44 70808 1 63180 65052 46 86518 1
"227" 1 21.16333333 3697 7987 50 35224 1 5070 6411 17 11684 1 14961 19095 20 23931 1 16224 21918 29 29656 1 6100 14243 42 23057 1 4118 9391 23 14929 1 18049 21606 42 35755 1 6396 18814 39 29515 1 8986 12979 44 31824 1 23478 25148 48 42807 1
"228" 1 19.58333333 9484 17285 45 32791 1 18876 22277 17 25131 1 11092 13104 20 19048 1 11466 12074 29 19001 1 21684 25818 42 33649 1 13104 14508 23 18517 1 8689 13962 36 22168 1 9672 11122 39 20389 1 22838 23899 46 35630 1 22994 27175 46 38891 1
"229" 1 20.16666667 3541 8314 46 31293 1 36707 39983 17 44257 1 8642 10343 20 21356 1 7222 8361 29 20342 1 40498 97360 42 126423 1 8174 11700 23 18423 1 7144 9952 65 44210 1 5413 6817 16 35334 0 54787 56706 44 104551 1 14149 16598 46 35272 1
"230" 0 21.08333333 7628 10483 46 35006 1 2995 22136 23 26894 1 2902 6209 22 14150 1 5647 7379 29 18190 1 5585 18159 42 34367 1 1638 12636 31 28736 1 8502 17565 38 33649 1 7223 15928 41 31450 1 10577 12917 46 47377 1 7893 41620 53 93007 1
"231" 0 20.75 11794 13229 52 35131 1 52135 54881 19 59498 1 19313 21777 20 31106 1 1638 14212 27 25943 1 6130 13509 44 22885 1 12730 14477 25 21403 1 3510 5382 10 17534 0 19906 21170 39 32917 1 29203 30951 46 51418 1 140946 142881 47 161710 1
"232" 1 19.66666667 4977 34008 48 47658 1 10608 23134 33 26707 1 9641 11216 22 15943 1 6194 6849 27 12075 1 7145 10764 42 17379 1 6771 7972 23 11841 1 21840 24461 45 33290 1 13197 14133 39 21465 1 24850 25506 50 39312 1 16349 17566 46 28938 1
"233" 0 18.66666667 10810 18486 48 36769 1 1825 20670 17 25053 1 14227 15538 20 20561 1 26271 27800 27 35163 1 8830 14446 42 23307 1 14976 16988 23 21902 1 19297 22199 29 36177 1 10701 12402 39 22854 1 27424 28314 44 38578 1 29469 31044 46 48392 1
"234" 1 21.66666667 8378 16115 46 36286 1 18315 19719 17 24523 1 6162 11809 20 18330 1 12012 13993 27 24788 1 23088 38251 44 50653 1 10546 13010 23 19625 1 23197 62322 36 76596 1 17550 19204 39 33727 1 10811 12496 46 32838 1 26676 31855 46 50606 1
"235" 0 18.16666667 5132 7394 45 26504 1 2137 7051 17 11404 1 2137 24352 26 30997 1 2371 9266 33 17972 1 1731 9734 42 20779 1 1935 6225 23 12574 1 1388 13369 50 23338 1 2496 5429 49 48703 0 8939 11373 50 38626 1 13884 25272 50 47237 1
"236" 0 19 12043 14851 48 45099 1 8252 9126 17 16193 1 9141 11279 20 23306 1 11606 13884 27 27409 1 11326 17878 44 32869 1 4977 7910 23 16739 1 9423 12153 56 51855 1 18283 22464 49 64787 1 15117 20390 19 78983 0 9204 89030 48 162818 1
"237" 0 18.83333333 23353 26785 49 58469 1 10982 17082 17 22448 1 8252 11575 20 24055 1 11388 13229 27 25304 1 31995 45505 42 55629 1 11482 14602 23 25631 1 17004 21653 52 55739 1 9188 10998 39 25381 1 20639 36925 50 62072 1 28502 32714 22 82478 0
"238" 0 19.25 4165 10468 48 58094 0 12527 13791 17 20000 1 8065 9687 20 18158 1 11201 12933 29 29625 1 11809 20374 46 82321 0 53384 58064 31 105550 1 28845 34445 49 75754 1 6926 20358 39 37003 1 8144 9485 52 37643 1 40280 43618 32 76815 0
"239" 0 18.08333333 22277 22277 13 58890 0 9423 12901 17 20171 1 5242 81012 24 102836 0 21138 24165 29 38064 1 33290 39249 35 95971 0 58173 68437 27 79935 1 67142 72010 24 186373 0 121214 124240 39 143865 1 53102 53742 46 90527 1 119480 123661 46 153988 1
"240" 1 19.25 13010 16021 45 71058 1 27238 29001 17 34040 1 9282 12792 20 20670 1 16005 16895 27 27097 1 6147 77439 42 87735 1 8159 47486 23 53321 1 12963 26910 36 46238 1 21762 25678 39 42323 1 4165 28283 44 67892 1 12480 19063 46 71885 1
"241" 0 18.91666667 29172 30826 46 49187 1 18720 20639 17 25413 1 31652 33056 20 41324 1 19532 21170 27 31278 1 8408 15350 21 35490 0 31169 33150 23 40030 1 7722 11279 36 22651 1 34413 35848 39 50091 1 13229 14274 44 32776 1 13962 19874 46 36114 1
"242" 0 18.33333333 16911 75021 50 108998 1 36067 38657 17 48423 1 9017 11123 20 17799 1 9563 22370 27 32479 1 9532 25178 42 34460 1 7410 14788 23 20545 1 19453 29593 36 41324 1 15288 27268 39 40201 1 19188 20452 46 50747 1 37971 45287 49 61730 1
"243" 1 19.08333333 89700 95846 45 123958 1 17348 18299 17 22761 1 47424 48672 20 55255 1 17737 25631 27 37362 1 14540 24258 44 37924 1 35115 36972 23 43430 1 34742 38284 36 51512 1 40560 41777 39 68001 1 31621 32947 46 54179 1 81135 83257 46 105752 1
"244" 0 18.25 8362 9812 45 37424 1 16708 18190 17 22012 1 11762 12214 34 47221 0 6973 8658 27 17441 1 25927 30529 42 38766 1 18688 24445 23 31558 1 40685 46644 46 67969 1 28984 30170 39 44007 1 135439 136313 44 184923 1 16474 22604 48 46129 1
"245" 0 19.16666667 33867 35037 45 49982 1 14025 15070 17 19126 1 10327 11762 20 20436 1 105971 106954 27 113662 1 6411 10732 42 20420 1 21528 23244 23 28361 1 33104 36957 36 45303 1 22932 25132 39 37674 1 16396 17488 64 47253 1 50435 51917 46 68609 1
"246" 0 18.58333333 6677 11793 53 32807 1 18408 19719 17 22542 1 9017 10499 20 14649 1 23400 25569 29 32807 1 25132 29578 42 36067 1 11076 13400 23 17721 1 31216 35849 49 48594 1 8877 11154 41 19360 1 2044 19984 58 75411 1 24929 25990 46 43243 1
"247" 0 19.33333333 31293 34928 46 68156 1 21528 23649 17 28532 1 23088 25412 20 33259 1 34694 35864 27 49499 1 47284 53633 42 66768 1 18798 20452 25 29328 1 22417 25818 36 39593 1 32323 33805 39 52665 1 33275 34242 44 57564 1 346103 348755 46 377256 1
"248" 0 18.33333333 42369 43602 54 73960 1 29172 29749 17 33087 1 19406 20327 22 24273 1 69233 78780 39 86096 1 7987 11575 42 18205 1 32588 33852 25 47112 0 18002 20171 40 39265 1 7051 14523 39 21387 1 10702 11388 54 27487 1 24648 26006 46 40249 1
"249" 0 18.91666667 27191 29391 45 48048 1 10640 11872 17 16973 1 18408 20156 20 25647 1 7550 8814 27 18345 1 11700 18190 21 36910 0 6692 8486 23 15257 1 16224 18564 27 165625 0 20265 23915 39 69280 1 16209 17316 46 36317 1 96221 98654 47 130822 1
"250" 0 18.16666667 25288 26536 46 49141 1 1544 2480 47 50809 1 5975 8471 22 14493 1 13323 15413 27 23556 1 14149 17472 25 47565 0 7581 9797 23 15834 1 5585 47424 57 61199 1 8018 9360 15 18860 0 53602 54600 56 76830 1 50810 52245 46 70138 1
"251" 0 19.41666667 14289 21590 48 50590 1 12433 16333 17 19609 1 9001 10499 22 16365 1 12760 14710 29 25334 1 13619 19765 42 27066 1 6957 10062 23 14118 1 19578 22479 61 42713 1 17877 19671 43 30201 1 27861 28985 46 41621 1 42604 49296 39 90324 0
"252" 1 19 1732 36692 46 47705 1 7613 8830 17 11856 1 6505 7551 20 11435 1 7020 8158 27 14242 1 8518 12371 44 19438 1 4353 6053 23 10015 1 13603 15928 47 24991 1 4586 5553 39 13946 1 27815 28548 46 41559 1 14929 16489 47 27643 1
"253" 0 19.33333333 7114 31871 45 51277 1 4883 13198 17 18486 1 9734 11544 20 19812 1 5772 27861 64 106376 0 4899 39858 43 80044 0 28314 34804 25 44460 1 31965 55989 63 85317 1 14134 18502 53 136844 0 59732 61698 46 88218 1 43477 104785 52 159167 0
"254" 0 20.25 7004 8939 52 35973 1 10561 12948 17 16692 1 7956 9391 20 15539 1 9766 10670 29 18486 1 1903 10545 42 18392 1 4322 7878 23 13104 1 12184 20686 49 36910 1 13931 15054 39 26036 1 8517 16349 46 44039 1 33165 34772 46 51417 1
"255" 0 19 11591 13884 47 45022 1 3837 6692 7 26894 0 6349 6989 11 26957 0 14804 16708 18 40607 0 23447 45068 36 83023 0 25210 33244 19 51699 0 11528 15116 28 49514 0 13135 14805 15 34149 0 43820 46472 5 59467 0 24866 28454 12 40373 0
"256" 1 19 21263 34944 47 50357 1 30670 31668 17 35350 1 1388 9313 20 14726 1 17675 27425 38 58906 0 13884 62728 72 73258 1 72977 75395 23 80871 1 53477 56441 36 64209 1 64007 65333 39 78265 1 8830 11872 48 42058 1 41372 42526 46 64959 1
"257" 0 18.91666667 21621 23992 45 57486 1 43103 44070 17 48095 1 10889 13556 24 26910 1 12168 13370 27 23322 1 9141 15366 56 33134 1 33696 35256 25 44101 1 13447 17815 49 34398 1 15569 17222 39 31652 1 5647 7114 44 44024 1 32589 34086 46 51387 1
"258" 0 18.58333333 32963 34725 48 58094 1 9984 13167 17 19469 1 24820 28377 20 35257 1 14929 16224 27 27597 1 32043 41839 42 52759 1 40326 69170 23 77438 1 22012 25678 36 40139 1 13587 14976 39 28969 1 18330 19407 44 38470 1 49406 51059 46 81183 1
"259" 0 19.08333333 2824 4602 46 16318 1 12293 13244 17 16957 1 8252 9610 20 14914 1 4337 5772 27 12854 1 24586 27674 59 57798 0 11684 13057 25 17800 1 18018 50045 65 59187 1 7457 9345 39 18642 1 18080 20826 44 32791 1 47112 48470 47 71043 1
"260" 1 18.5 20483 21934 45 40342 1 22214 23306 17 27081 1 12324 16708 22 23026 1 11435 13447 32 33556 1 25241 37440 42 46082 1 20233 22573 23 28486 1 15397 25085 44 41059 1 17722 28439 39 39047 1 16988 18049 44 44319 1 18143 19718 46 49296 1
"261" 1 19.41666667 36582 41121 52 55068 1 9938 12574 17 15195 1 16551 17752 20 21340 1 16629 17269 29 22448 1 4805 11185 42 16754 1 10405 11809 25 15584 1 22792 24804 65 35803 1 12059 13868 39 20545 1 28876 29546 44 42650 1 24243 26083 46 39125 1
"262" 1 19.25 3635 8018 46 34539 1 7956 14181 17 18907 1 9735 13572 24 23509 1 4898 5788 27 15257 1 17862 43758 42 54631 1 5913 7941 25 14805 1 14196 22324 49 41012 1 13276 44601 39 58235 1 13323 14727 48 37752 1 14789 16208 46 38360 1
"263" 0 18.25 6662 9594 50 37707 1 16630 17472 17 22839 1 14259 15834 20 25054 1 9204 10717 27 21731 1 8970 10265 24 32541 0 2886 4914 25 14150 1 34305 38049 45 53368 1 19875 21388 39 35085 1 12807 14242 46 35147 1 53758 55692 46 78842 1
"264" 0 19.66666667 5944 8300 45 36692 1 60092 61230 45 80980 1 7067 10623 22 16489 1 12636 14259 27 22839 1 9484 15132 44 24944 1 17504 19719 23 24695 1 8034 10920 51 26426 1 1482 8190 39 23696 1 6942 8222 66 43103 1 6240 8315 11 37861 0
"265" 0 19.08333333 6427 9376 56 39219 1 4383 21762 17 26754 1 5616 7176 20 12839 1 7317 9204 27 18876 1 1560 19407 42 28455 1 6022 8503 23 14477 1 11684 15506 53 33524 1 8487 10983 39 22511 1 10764 33119 48 46535 1 15195 16973 46 36286 1
"266" 1 19 33274 34959 45 55660 1 21809 23354 17 28393 1 13089 17753 20 26489 1 11497 12823 27 22791 1 31325 36536 44 47300 1 25647 47970 35 54148 1 45770 48765 29 67595 1 20529 22230 39 35646 1 71261 92960 29 115222 0 43337 47705 34 84412 0
