"GENDER" "AGE" "PT1" "LT1" "STEP1" "TT1" "RESULT1" "PT2" "LT2" "STEP2" "TT2" "RESULT2" "PT3" "LT3" "STEP3" "TT3" "RESULT3" "PT4" "LT4" "STEP4" "TT4" "RESULT4" "PT5" "LT5" "STEP5" "TT5" "RESULT5" "PT6" "LT6" "STEP6" "TT6" "RESULT6" "PT7" "LT7" "STEP7" "TT7" "RESULT7" "PT8" "LT8" "STEP8" "TT8" "RESULT8" "PT9" "LT9" "STEP9" "TT9" "RESULT9" "PT10" "LT10" "STEP10" "TT10" "RESULT10"
"77" 1 20.917 19609 20968 45 33328 1 53813 54735 17 58313 1 12875 14094 22 18766 1 22813 24188 29 30938 1 11297 15953 42 24125 1 22235 24141 25 29797 1 15063 18547 36 29531 1 16672 17922 39 29531 1 17078 18171 6 25390 0 34156 35812 51 50593 1
"78" 0 19.917 17343 23297 46 44625 1 21156 23312 17 27797 1 14000 19516 20 23984 1 12297 13265 27 20609 1 42671 47500 42 83562 1 55047 56563 20 76391 0 17500 21016 9 31500 0 5922 7063 39 16750 1 9578 10469 46 28188 1 39843 42421 46 55750 1
"79" 0 21.167 20469 22250 46 49297 1 14922 15766 17 20875 1 28937 30781 20 40390 1 8297 12203 27 22031 1 29000 34141 42 43438 1 25641 28203 23 34297 1 21672 25625 36 35328 1 7406 9406 39 21125 1 21859 22921 44 39937 1 30328 38125 46 56016 1
"80" 0 21.583 13187 15015 48 31187 1 11688 16656 19 21156 1 6937 13469 22 18312 1 19094 26641 47 75750 1 3281 12172 44 20828 1 19531 21000 23 26765 1 44000 50735 36 61563 1 1765 16625 39 27250 1 11984 28515 52 57312 1 5531 20094 60 45797 1
"81" 0 20.42 1703 30641 46 52360 1 33704 34485 17 38157 1 35000 36094 20 41797 1 21641 22625 27 32453 1 22985 28141 44 35313 1 19063 20453 23 30031 1 49235 51625 50 78219 1 32219 33704 41 47344 1 31485 32313 46 58188 1 55078 56406 48 83891 1
"82" 0 20.583 29797 31719 52 51015 1 18813 22234 17 26781 1 13453 15843 20 28359 1 26422 27640 27 39547 1 10250 16156 42 27672 1 16156 20750 23 30390 1 16703 22218 36 34750 1 16922 21797 39 36656 1 60953 62063 46 80891 1 47141 49125 46 67813 1
"83" 0 21.583 16531 18109 48 50375 1 19984 20875 17 27031 1 20296 22468 20 36593 1 16594 18562 27 30359 1 33141 39485 44 54297 1 10922 20609 23 29437 1 20062 76703 54 88875 1 11969 15891 41 36735 1 13032 14329 7 26047 0 13156 15421 48 40984 1
"84" 0 20.833 11016 11984 46 23219 1 27437 28031 17 32234 1 10062 10968 22 14968 1 5156 6312 29 11969 1 11703 15250 42 22203 1 16829 18454 43 33735 1 16079 20907 56 33750 1 4484 5484 39 14734 1 11281 12000 46 27625 1 12515 13687 47 27469 1
"85" 0 21.08 4703 11109 45 57109 1 4281 73468 8 81031 0 6719 8437 20 19094 1 7515 8547 19 54187 0 8985 17641 42 36563 1 6500 36141 29 88985 0 3797 9328 28 54875 0 15328 26094 39 68531 0 17047 18891 62 58282 1 32140 33718 30 66656 0
"86" 0 20 44781 45859 46 60140 1 39031 39859 17 43125 1 30266 31406 20 42422 1 20407 21297 29 30297 1 29719 35453 42 48406 1 65547 67406 23 72890 1 62110 67016 36 77110 1 41469 42406 39 54703 1 66125 67281 44 81375 1 66328 67578 46 93641 1
"87" 0 21.08 16313 18438 50 44532 1 16562 17406 17 22125 1 10750 12078 20 17781 1 24906 25890 27 37203 1 23828 30515 42 39125 1 17859 26593 27 32109 1 29094 32985 31 63813 1 14312 15609 39 28844 1 30172 31015 44 49093 1 21469 22688 46 40219 1
"88" 0 20.583 15656 17984 46 40125 1 9203 14187 17 18750 1 4766 12797 20 19750 1 16313 17688 29 31422 1 12796 22812 42 32062 1 8938 14313 23 21250 1 22063 25766 29 36438 1 18812 22281 39 42766 1 18218 19390 46 40515 1 15828 18125 46 38390 1
"89" 0 19.5 25640 26859 46 50844 1 40422 41828 17 46453 1 10953 12203 20 17687 1 9437 12187 29 19468 1 11421 14281 8 21937 0 32406 34109 23 39516 1 31343 34265 49 49750 1 15531 16844 41 29641 1 31375 32344 44 44953 1 15282 16750 46 30250 1
"90" 0 23.6668 18016 20297 48 54938 1 20922 21750 17 27500 1 18734 21281 22 45625 1 34125 37672 29 61438 1 49657 57172 44 74219 1 8296 15484 23 31359 1 40469 53203 51 95500 1 23110 25563 39 47516 1 177937 182406 25 231359 0 55594 58000 46 121078 1
"91" 0 21.08 14125 16781 52 36984 1 3000 109000 21 114469 1 15406 19828 20 28875 1 37000 101110 34 119078 1 19360 24938 42 42672 1 19031 22406 23 28703 1 52265 60437 36 80984 1 20641 22312 39 51703 1 24344 25578 48 60015 1 14297 92765 18 140593 0
"92" 0 19.833 9906 11343 48 32953 0 31282 31875 17 35110 1 8594 12422 20 16907 1 13375 14453 27 21703 1 9891 15953 42 24547 1 8109 10703 25 15328 1 8297 13937 36 23047 1 10141 12235 39 23985 1 26922 27766 44 46860 1 9406 10859 47 25625 1
"93" 1 20.917 43453 44656 52 59375 1 13328 14359 17 18875 1 18781 20000 22 24765 1 9797 10593 27 17422 1 3391 15438 42 22860 1 23172 26516 25 32360 1 9297 12765 36 23015 1 6437 25687 39 35875 1 7954 8797 46 20047 1 13078 14562 46 35656 1
"94" 0 20.333 2109 17766 46 46641 1 4547 75437 23 82390 1 6953 69609 22 89953 1 9907 36063 27 48235 1 16968 24812 30 72453 0 2593 33140 35 76234 1 2406 82438 36 106219 1 36547 46031 39 68875 1 14328 30578 46 78953 1 3235 52360 46 88094 1
"95" 0 19.833 29891 33375 50 76016 1 36782 39563 17 46579 1 20547 22375 20 33031 1 25125 26860 20 56672 0 24281 58047 42 76156 1 38844 44125 25 64297 1 57250 67484 36 91047 1 20641 22547 39 42656 1 60235 62188 50 123735 1 31125 33016 11 75688 0
"96" 0 20 10469 13016 46 31329 1 24906 26234 17 31844 1 13141 16469 20 28938 1 6625 8343 29 20484 1 29781 35703 26 52250 0 16391 19313 23 30906 1 26187 29046 36 37656 1 3266 9000 15 41344 0 24312 25297 44 43141 1 37188 38875 46 59359 1
"97" 0 20.833 11859 13531 52 31078 1 1703 77906 19 81203 1 4828 5640 6 22578 0 9141 10000 29 18094 1 40703 44594 44 52109 1 5297 6781 23 12453 1 110203 113578 49 125516 1 17609 18922 39 34125 1 14953 16156 64 38375 1 32781 34343 49 52703 1
"98" 0 20.833 25609 26859 48 46312 1 39657 40610 17 44735 1 11813 13860 22 20922 1 20735 21953 29 32141 1 18750 23640 42 31687 1 36391 40016 22 54484 0 21328 25625 36 35437 1 4750 6000 32 34157 0 22359 23688 64 51469 1 79047 80812 46 97687 1
"99" 0 21 22375 24343 45 58297 1 42750 44563 17 56047 1 33578 37750 20 49235 1 26000 28000 27 49344 1 21844 76579 42 98266 1 64187 97719 20 125687 0 39875 135453 29 151860 1 180547 193531 39 235781 1 33766 36360 47 128125 0 11875 15781 14 53968 0
"100" 0 19.667 3047 3047 0 3047 0 2750 2750 0 2750 0 35578 38156 24 48484 1 2594 2594 0 2594 0 6828 9219 32 32750 0 2641 2641 0 2641 0 9735 11922 30 41016 0 4219 16265 33 63547 1 16109 18578 11 27625 0 2844 11579 19 27063 0
"101" 1 20.42 11265 12922 47 29812 1 13172 14422 17 18172 1 3750 6984 32 15421 1 6765 7921 29 15015 1 35281 39594 42 45984 1 44641 46453 23 54469 1 23485 26828 36 36063 1 8938 17078 39 30453 1 17140 18593 58 36390 1 16422 17860 29 41516 0
"102" 0 21.42 17688 18625 52 30406 1 20797 21828 17 25625 1 4421 10656 20 14375 1 10141 12766 27 17734 1 13468 17281 42 25765 1 14765 16609 34 24625 1 6422 8203 26 18625 0 6203 10453 39 18938 1 7625 8297 44 25750 1 13375 21203 46 32938 1
"103" 0 20.917 10281 12453 56 40125 1 7203 8453 32 45547 0 8391 18531 22 28250 1 19360 20907 31 34469 1 9406 16781 37 92250 0 5625 10984 23 18656 1 32828 40078 36 52172 1 8219 10500 39 26625 1 20687 22375 52 47453 1 58265 60484 48 82047 1
"104" 0 20.917 42063 43547 47 61344 1 25906 27625 17 32765 1 16875 18844 20 27781 1 23594 24969 29 33360 1 18359 24578 42 32734 1 47047 48968 25 55328 1 23500 27937 38 38593 1 44750 46578 39 61172 1 9016 9984 46 30922 1 58984 61344 46 89172 1
"105" 1 19.917 12578 13875 46 31500 1 15969 16828 17 21016 1 10641 11891 22 19937 1 15937 18312 29 28328 1 10297 16969 42 31047 0 8297 10641 25 18360 1 19312 23937 47 38812 1 10593 12875 39 26328 1 28125 29438 44 44672 1 18875 20750 46 42468 1
"106" 0 20.917 14047 15797 46 32734 1 19563 20594 17 25266 1 9015 10500 20 15984 1 20719 21844 27 30625 1 21469 26422 42 36610 1 10187 12750 23 19484 1 33422 37938 36 49719 1 12625 14828 39 27922 1 11703 13297 46 41141 1 28937 30515 46 48281 1
"107" 0 21.6668 2906 15218 24 43078 0 23438 25266 17 33781 1 9985 13828 20 19235 1 16922 18187 27 26672 1 13407 61032 58 68594 1 1640 8218 25 12937 1 2078 25672 51 38187 1 8953 10563 41 26359 1 12984 15500 50 40453 1 11079 12875 46 34329 1
"108" 0 20 22359 25047 48 95609 1 53687 56734 17 60984 1 16485 18172 20 23657 1 38453 39750 27 60312 1 42016 53141 42 68281 1 21765 34500 23 40265 1 42000 46593 36 61812 1 22156 53781 39 83985 1 32547 36125 46 108156 1 109813 111516 46 143313 1
"109" 0 20.333 38062 39344 51 53047 1 29000 30360 17 35797 1 7875 8875 22 15859 1 14203 15094 27 22391 1 5906 13641 42 20125 1 65875 67843 39 83890 1 66750 77531 51 91546 1 5781 7531 39 17438 1 1750 49859 46 63703 1 51266 52954 46 71000 1
"110" 0 20.833 14235 16313 45 39438 1 13797 16500 17 21047 1 8921 14687 24 20390 1 14313 15703 27 25500 1 6015 38531 42 46250 1 10828 13140 23 24000 1 25625 29156 36 39188 1 6266 8235 15 45157 0 11641 24797 44 53687 1 15500 49297 46 87593 1
"111" 0 20.333 5672 7187 46 24828 1 18594 19328 17 23891 1 10531 11828 20 17422 1 6547 7937 27 16828 1 14953 21453 44 32109 1 7047 9000 25 16578 1 7953 13953 36 25125 1 6735 7938 39 25329 1 14672 15625 50 37610 1 11922 13609 46 29906 1
"112" 0 20.25 17328 19437 46 45593 1 27453 29453 17 35703 1 22906 25390 24 40625 1 21922 25688 27 40281 1 14813 25250 42 42016 1 16688 20797 23 30250 1 30625 36656 49 67500 1 32250 34750 39 57469 1 37532 42063 44 76469 1 127547 130313 47 167750 1
"113" 0 20 16047 22594 50 40203 1 8437 12094 17 15406 1 12218 14922 24 21203 1 8625 13281 27 20266 1 10734 20547 42 28281 1 35391 43031 29 49437 1 9437 16953 36 24141 1 6297 13078 39 22391 1 11781 12875 44 38781 1 12546 14843 49 39468 1
"114" 1 22.6668 28187 28953 45 39328 1 8547 9391 17 12282 1 24891 26047 22 30938 1 19328 20000 27 25469 1 13218 14015 6 23406 0 21766 23156 23 28297 1 14156 21625 17 29266 0 24672 25922 39 33703 1 8531 9297 46 20219 1 23187 24515 46 42296 1
"115" 0 19.167 14281 18328 46 37578 1 20641 21547 17 28735 1 5312 9344 20 14703 1 17016 17953 27 27094 1 8047 12968 42 21343 1 26375 29438 23 38954 1 19235 28313 45 40422 1 14047 17110 39 35094 1 16594 17875 46 33031 1 43141 45016 46 71282 1
"116" 0 22.583 38828 40891 46 79250 1 42610 44985 17 53594 1 7984 9390 20 22546 1 72359 82078 29 104406 1 13281 25141 42 45203 1 42469 47437 23 57937 1 57828 66344 45 101156 1 69937 115937 39 162500 1 76062 109546 44 156671 1 48391 52937 46 81750 1
"117" 1 22.25 13266 14875 52 35922 1 9562 14671 17 18703 1 15000 17047 20 22782 1 6547 7688 27 16469 1 12891 18719 42 27563 1 28203 29734 23 40656 1 17781 25484 49 44281 1 11672 12797 39 24719 1 29343 30297 44 45984 1 10875 33656 50 54984 1
"118" 0 19.42 12094 16672 46 54110 1 143734 146312 17 154203 1 16141 18219 22 41735 1 12093 14187 27 33062 1 21766 35735 42 70610 1 20672 29157 23 39672 1 9390 18968 36 35937 1 51219 55813 39 74454 1 12109 13609 46 102078 1 16234 19125 46 61828 1
"119" 0 20 20188 21266 46 35156 1 33609 34109 17 37281 1 8546 9750 20 14265 1 19969 20485 29 26594 1 26797 29750 42 35187 1 13610 15141 27 19750 1 40282 42125 36 48375 1 11703 12938 39 21235 1 12953 13906 58 34328 1 15734 17391 46 29672 1
"120" 0 20.58366667 8359 11453 45 39203 1 21562 22625 17 29031 1 14250 50360 24 58032 1 9000 10297 27 70453 1 19359 49203 10 166187 0 74750 84094 8 113110 0 33453 44406 29 56765 1 48422 50282 33 70141 1 27969 28953 44 58094 1 31985 43828 47 69063 1
"121" 0 21.83366667 8954 10375 52 32438 1 16422 17172 17 21422 1 12375 13531 22 20343 1 7422 8187 27 17593 1 15984 24813 20 51406 0 23719 26109 23 31375 1 29078 35641 36 47594 1 13421 16718 39 30156 1 17891 19406 44 37047 1 17531 19015 6 78953 0
"122" 1 24.917 20375 21563 48 36406 1 3969 4891 53 27422 1 8343 16546 22 22859 1 7375 12188 29 20344 1 1563 14610 42 22844 1 1078 70985 29 75938 1 4750 6687 12 34234 0 4094 11234 39 24641 1 6906 8234 50 34547 1 77719 100078 51 114484 1
"123" 0 23.25033333 5766 7453 50 62937 1 5890 20937 29 59562 1 25344 26938 22 33750 1 5282 7500 27 17469 1 3094 12172 42 20407 1 6031 26000 23 31125 1 14953 30047 61 42016 1 6125 8109 39 18422 1 6906 8688 46 23578 1 22047 24281 46 37375 1
"124" 1 26.08366667 11031 13140 52 41219 1 12375 13343 17 18453 1 8796 13796 24 18703 1 4531 6938 27 14344 1 2516 25609 42 35000 1 13531 16265 21 38390 0 23406 27594 49 38484 1 9937 13125 39 23641 1 8766 9782 44 32422 1 11484 13828 13 34796 0
"125" 0 23.75033333 8172 12766 52 43203 1 15985 17328 17 23453 1 13344 14813 22 23625 1 14516 16828 27 25750 1 15891 29578 42 40125 1 7812 20296 23 25296 1 5312 22094 61 36016 1 16593 18672 39 31218 1 8938 19063 46 31984 1 6719 32032 49 48938 1
"126" 1 24.08366667 5890 7328 50 26578 1 17171 17828 17 21796 1 3890 5828 28 16812 1 6313 7547 29 16047 1 4453 9234 42 16828 1 28140 29625 29 36812 1 16563 20688 36 27813 1 9031 11188 39 20469 1 33437 34390 46 47640 1 14219 16312 48 35594 1
"127" 0 20.5 38406 40453 54 81797 1 25641 26813 17 32625 1 16031 18687 22 36187 1 16672 29141 30 64547 0 13094 27594 42 42953 1 14453 16735 29 37875 1 15438 19078 9 26844 0 9500 12453 15 33094 0 9125 10906 46 65750 1 20875 24469 48 51219 1
"128" 0 20.25 10547 12531 53 43828 1 7593 8546 6 19812 0 5656 7656 22 21672 1 14672 24563 29 38063 1 6578 11437 6 23359 0 7844 11562 25 26484 1 14469 19406 38 34922 1 8969 10547 49 36047 1 23250 27187 44 53765 1 8156 10719 12 38953 0
"129" 0 22 6563 8203 35 38719 0 18828 20109 17 25640 1 6875 8563 17 28266 0 3828 5093 18 31750 0 11203 15781 25 53843 0 25657 26875 6 42735 0 32407 39469 36 134579 0 75687 77046 31 134687 0 44625 46047 32 68891 0 78828 80390 46 171922 0
"130" 0 20.83333333 17422 20031 48 57344 1 15891 17297 17 26344 1 7922 8438 15 32344 0 14484 16859 29 38328 1 11531 60391 19 81453 0 9906 18000 20 44453 0 21110 31172 36 55641 1 40125 41796 41 106328 1 11297 13266 12 90906 0 25860 28797 46 64750 1
"131" 0 21.33333333 19391 34438 48 62547 1 46547 49594 17 55860 1 20515 24046 20 31562 1 16766 28703 29 71922 0 119219 170094 42 179453 1 25203 28484 14 62687 0 53485 57313 55 108532 0 6062 10843 19 84031 0 131703 133625 44 158016 1 44453 46875 36 107625 0
"132" 0 19.16666667 33516 35078 48 50500 1 9765 15015 17 19578 1 7109 8515 9 31468 0 19375 20453 27 28297 1 18421 24609 42 37687 1 39203 41578 23 47172 1 28297 33000 49 56297 1 21593 23156 39 34171 1 25828 26953 56 47203 1 85485 87079 46 104188 1
"133" 0 21.41666667 8562 17531 45 41437 1 11656 40141 17 46516 1 11250 17000 24 28578 1 32422 34781 27 48172 1 13468 17890 30 34906 0 8375 19078 27 34203 1 51313 54703 36 65906 1 9687 11500 39 35531 1 12703 27906 44 51141 1 9110 11766 46 45797 1
"134" 0 20.16666667 6938 9453 48 47188 1 32828 37000 19 45375 1 31688 32203 17 64453 0 50547 61906 27 80078 1 16094 85765 44 113156 1 49860 58266 33 145391 0 43125 74406 38 93297 1 35032 37454 28 83079 0 -3514282 -3510032 48 -3469907 1 15485 17141 16 73282 0
"135" 0 21.16666667 5125 8453 50 46141 1 25125 26250 17 33219 1 13016 19032 22 41875 1 12156 15250 31 42422 1 17672 35000 46 65516 1 11547 28219 29 108125 0 66953 122485 40 153110 1 46000 47969 39 72859 1 19938 27844 48 87094 1 17844 23563 9 47797 0
"136" 0 19.58333333 2906 6156 42 25547 0 13922 14859 17 21031 1 4110 5766 22 12766 1 5469 8515 27 18437 1 3328 9484 42 18266 1 2015 5296 23 10609 1 1750 25328 33 75906 1 2641 5750 21 48453 0 14188 27282 44 42610 1 12969 15031 46 29875 1
"137" 0 20 30828 32531 52 64922 1 20625 21562 17 28422 1 19250 20719 22 30891 1 21641 22687 27 31969 1 26765 33953 42 44203 1 1875 79672 23 84953 1 12953 20593 36 29812 1 5234 48797 39 64312 1 55047 56500 46 75094 1 57671 58921 16 109437 0
"138" 0 18.83333333 3563 5000 46 18828 1 17797 18469 17 21531 1 5437 6843 20 11531 1 3047 4016 27 9688 1 1672 6453 42 12640 1 1703 3266 23 7532 1 18141 20719 36 27406 1 9296 10953 39 19843 1 2640 5750 50 25500 1 14454 15704 46 26875 1
"139" 0 20.16666667 15906 15906 1 49188 0 5187 8656 49 56843 1 10781 13140 20 19859 1 16875 19094 27 32328 1 13234 24828 42 36844 1 8485 29188 37 55375 1 13437 20640 36 31937 1 8516 14609 39 28859 1 37062 38281 44 63125 1 13235 25032 15 40828 0
"140" 1 23.75 24500 25578 46 41562 1 30938 32797 17 36359 1 14453 15750 20 28907 1 16547 17500 27 26203 1 11297 15156 44 26969 1 7953 9422 23 16063 1 9578 15187 36 27093 1 11641 12954 39 22297 1 34203 35437 46 51453 1 20000 31922 46 54437 1
"141" 0 19.25 8687 10875 52 29609 1 5547 9625 17 12657 1 4188 6766 20 12047 1 2032 14782 39 21907 1 3734 7750 29 48844 0 844 9812 23 14765 1 2047 21485 56 28282 1 3938 6063 39 16016 1 7750 10875 46 32875 1 1515 28140 51 49031 0
"142" 0 20.5 10890 12000 52 38875 1 1156 14344 23 18547 1 4312 15797 22 22141 1 5703 6594 29 13594 1 5641 31672 42 38172 1 29922 31563 23 36079 1 12843 18250 51 31906 1 13782 59094 47 79485 1 14890 17093 46 34062 1 13250 16266 48 44610 1
"143" 0 19.5 7125 8141 46 37797 1 15235 16688 35 53719 1 4110 13969 6 40172 0 15860 16953 27 23735 1 29140 33187 44 43812 1 19406 24125 23 29719 1 32250 44187 52 54219 1 28734 29953 41 41109 1 17672 18906 66 44984 1 24329 25829 46 39157 1
"144" 0 20.41666667 2391 4094 46 13875 1 1218 2015 24 32750 0 5703 15750 28 20468 1 1547 13469 29 20906 1 1406 7734 60 60671 0 4750 7719 23 11781 1 2797 22547 48 28953 1 5500 6953 39 17453 1 7391 15485 66 53032 1 16422 24172 48 36141 1
"145" 1 21.5 10953 12344 50 31203 1 22969 23500 17 26828 1 10046 12796 22 20859 1 14453 15031 27 20641 1 8265 11781 42 18343 1 8140 10906 23 15296 1 13047 16266 29 23063 1 9813 15407 39 25344 1 4829 6719 44 25500 1 15062 18016 46 33609 1
"146" 1 25.5 8453 9781 50 41813 1 7219 8250 17 12485 1 13110 15141 20 22938 1 11828 16141 27 26266 1 16469 23188 42 31250 1 19859 22125 23 27922 1 30172 40843 36 50578 1 10781 12109 39 25328 1 19203 20000 46 39015 1 50687 52265 50 70297 1
"147" 0 21.75 4125 6390 46 21140 1 6813 7453 17 11563 1 3109 4281 7 41265 0 5391 14860 47 63719 1 10188 16297 42 26859 1 9047 14828 23 59641 1 9734 14625 45 27000 1 18703 19844 39 32422 1 12172 13578 46 36468 1 12750 14063 46 37844 1
"148" 1 26 22250 24844 52 58062 1 4141 5219 44 72516 0 10297 10719 29 52110 0 1953 6843 21 34078 0 21969 30078 42 42703 1 20515 43422 30 69906 0 20266 27344 36 39016 1 15906 17922 39 40109 1 20985 26016 124 167094 1 3812 46734 40 95906 0
"149" 0 23.75 6063 7844 48 52235 1 7750 9094 17 13000 1 7032 8500 20 15344 1 9406 10719 27 19047 1 2016 16281 42 25688 1 7188 10422 23 15782 1 14594 19344 47 41578 1 12610 14344 27 38641 0 5500 6813 14 16422 0 11984 13328 23 44297 0
"150" 1 19.33333333 7078 9468 45 29281 1 11578 16344 17 19703 1 12828 14562 20 20671 1 9844 11453 29 21687 1 21844 29250 28 45219 0 14469 16453 18 31531 0 30797 50610 45 61282 1 10860 12500 39 31750 1 11781 13562 66 47203 1 102250 105609 46 132656 1
"151" 0 20.91666667 10531 14859 45 53547 1 19532 21641 17 29703 1 7000 14188 28 22735 1 14718 16281 27 26968 1 5797 13766 42 25047 1 7735 11719 23 19328 1 52687 57234 36 69547 1 10875 12219 39 26813 1 28235 31266 44 56032 1 8093 17437 46 42375 1
"152" 0 19.58333333 13687 15672 47 52922 1 16235 17297 17 21766 1 7234 9125 20 16343 1 20579 22875 31 39250 1 10313 17516 44 33578 1 7906 9953 23 23719 1 13250 18562 36 39391 1 4890 6234 39 24515 1 12625 19906 14 39812 0 11875 89109 50 110578 1
"153" 1 24.91666667 3688 3688 6 20469 0 4062 13375 19 21812 1 25438 32250 22 41297 1 7000 31078 39 43797 1 7656 16937 44 31547 1 6000 9031 23 17110 1 10125 39188 46 72313 0 8047 34797 37 94266 0 24890 30453 23 60718 0 25407 27813 46 52641 1
"154" 1 21.66666667 9390 9390 7 24765 0 2125 12922 23 17953 1 8156 8828 20 27375 0 1906 18750 27 28203 1 13032 27282 42 36454 1 5922 13141 39 44172 1 13657 61688 42 72094 1 6203 7312 25 60922 0 5609 65906 36 121140 0 9500 37891 42 105032 0
"155" 1 19.91666667 5985 17094 56 57828 1 13656 14297 17 22094 1 11000 14015 20 20140 1 4547 5500 29 12578 1 11812 17203 44 26344 1 10828 12500 23 17547 1 11094 15875 51 36891 1 6437 8172 41 19734 1 4344 9515 44 30015 1 40094 53063 48 67875 1
"156" 1 24.41666667 8031 10875 50 42422 1 12047 14094 52 71531 0 13172 15406 22 28281 1 14531 34766 24 68766 0 15328 36921 24 49609 0 14062 18125 23 32016 1 3969 36625 61 84266 0 14234 16469 16 48500 0 14078 55203 26 72078 0 8547 25047 46 71640 1
"157" 0 19.58333333 13250 14734 45 31563 1 63391 64344 17 68469 1 13453 17594 20 24656 1 16766 17766 27 27844 1 16891 24032 42 36125 1 22969 25094 23 31907 1 20515 32437 45 47203 1 6157 7797 39 19688 1 17813 20985 44 38531 1 41641 43516 48 66875 1
"158" 1 24.5 14844 15938 46 46688 1 17359 18250 17 21734 1 7953 12234 20 16500 1 14485 15282 29 22672 1 10203 14093 42 20109 1 7422 8922 23 12766 1 11469 15406 36 27063 1 14219 15375 41 29391 1 11015 12734 44 27765 1 11563 13750 46 32094 1
"159" 1 23.41666667 2985 4375 52 26000 1 5531 6437 17 10281 1 1313 5313 22 9860 1 1688 7438 27 13703 1 1438 12531 28 21797 0 1687 4281 23 9297 1 703 12500 49 24187 1 3266 5391 39 17719 1 4234 5641 46 25734 1 6063 8219 46 24500 1
"160" 1 27 2141 6907 46 21407 1 7016 16312 17 21031 1 14313 17172 22 22406 1 4875 6297 27 14187 1 1468 11812 42 18156 1 2328 5062 23 9047 1 4953 8219 49 19672 1 6078 7500 41 17031 1 6203 9562 46 30234 1 12844 14375 46 27344 1
"161" 1 22.91666667 4688 15016 54 41172 1 1766 17094 19 21907 1 7343 14062 22 22000 1 2296 10062 29 19734 1 1703 17859 42 27922 1 1657 6172 23 12219 1 9375 63234 42 72937 1 1187 12141 47 26422 1 1297 9578 46 26750 1 16468 18422 54 38218 1
"162" 1 22.83333333 1782 5250 47 21328 1 12188 13625 17 16875 1 7360 8750 22 14266 1 9625 10828 29 17750 1 11094 16453 44 25547 1 3093 4765 23 9640 1 12625 16016 36 23484 1 4953 6781 41 19812 1 8656 10000 44 22031 1 13047 18454 46 30407 1
"163" 0 19.24666667 12062 14172 54 48500 1 34609 42859 23 61656 0 13015 15078 22 27375 1 30219 32078 29 46766 1 44000 107812 44 120375 1 31594 33313 25 40406 1 40578 46656 40 61063 1 93391 97297 43 114250 1 20782 47704 6 99735 0 6266 8922 46 36172 1
"164" 0 18.74666667 10016 11547 56 43266 1 18562 19875 17 25484 1 8437 10500 22 18109 1 12531 14000 27 22703 1 10219 18125 42 29156 1 3657 9735 23 23094 1 33125 37766 36 46625 1 9141 15250 39 34375 1 9765 24969 44 41906 1 16063 19766 48 35047 1
"165" 0 19.16333333 36875 38875 48 91610 1 24016 25563 17 31141 1 21125 22859 24 37156 1 14563 15703 27 27281 1 19719 39953 32 69297 0 13204 16610 23 26250 1 27672 37859 36 53109 1 32422 34062 39 52859 1 37578 40156 46 61422 1 36485 39219 47 70219 1
"166" 0 19.24666667 108969 110047 46 128125 1 9141 9797 17 13547 1 24922 26047 20 30844 1 16250 17375 27 24469 1 8172 12610 42 20563 1 6859 8484 23 12672 1 13469 16219 36 23328 1 53109 54344 39 64500 1 750 7859 48 29953 1 35016 36688 46 50641 1
"167" 0 20.08 2953 5282 18 22797 0 9969 11015 17 14422 1 6234 7750 20 12266 1 14391 15344 29 23078 1 7953 21547 42 29906 1 6359 10359 23 15812 1 9312 36078 50 43484 1 6781 9219 22 43141 0 40547 41297 64 91312 1 5438 7219 48 25953 1
"168" 0 19.58 4046 16546 45 35812 1 34031 34860 17 38766 1 21421 22765 24 31562 1 19984 21344 27 29844 1 5500 11375 42 22563 1 5469 9563 11 87407 0 18375 23672 36 36000 1 10125 11531 45 36328 1 7718 8765 44 26828 1 16828 18390 46 36156 1
"169" 1 30.49666667 17000 18157 48 29516 1 28406 29156 17 32234 1 16578 17500 22 22344 1 29438 30219 29 37141 1 32296 36140 42 42484 1 24984 26390 23 30468 1 15687 18422 36 24953 1 16765 17719 10 59844 0 12500 14953 46 28922 1 39000 40438 50 56735 1
"170" 0 20.49666667 3281 5062 45 27234 1 11656 17188 17 21516 1 4219 5437 22 10969 1 28188 29031 27 34844 1 4390 7640 15 15968 0 4047 6047 23 11094 1 8188 12391 36 20969 1 7032 9047 39 20360 1 13109 13968 44 28171 1 10469 11985 46 26985 1
"171" 0 20.33 15687 20656 46 44703 1 24609 27797 17 34094 1 25031 26750 20 47656 0 23610 25203 27 34610 1 51407 63297 42 73032 1 54532 57297 23 64485 1 49063 52266 54 83719 1 120703 124140 39 141594 1 20250 21625 44 115875 1 231218 233828 48 255515 1
"172" 0 20.58 7719 9032 48 23719 1 23203 24063 17 27938 1 10422 11687 18 25843 0 2485 14438 47 39766 0 13719 18390 42 32937 1 1453 19172 37 24812 1 23563 26922 29 49875 1 4329 5250 15 21110 0 24515 26187 66 61968 1 6359 7063 13 23219 0
"173" 0 20.58 11313 12563 56 34516 1 2109 6218 21 10078 1 15468 16640 20 21031 1 21109 22312 27 29859 1 17000 21344 42 29750 1 15750 21062 44 33515 1 57500 59329 33 84266 0 19391 21282 39 31110 1 76687 77609 46 99046 1 9813 10563 32 37672 0
