pair	pp	group	sentence	spk_thisTrial	voice	wavfile	trial	rating	rt	participant	voiceC	trialC	recognition	simRatingPair
12_2	12	D	3	2	other	spk2_3.wav	239	4	0.687577962875	12	0.5	0.5	2.33333333333333	5.5
12_2	12	D	50	2	other	spk2_50.wav	144	6	1.98913693428	12	0.5	0.102510460251046	2.33333333333333	5.5
12_2	12	D	29	2	other	spk2_29.wav	115	5	4.27874207497	12	0.5	-0.0188284518828452	2.33333333333333	5.5
12_2	12	D	49	2	other	spk2_49.wav	228	3	1.20457196236	12	0.5	0.45397489539749	2.33333333333333	5.5
12_2	12	D	15	2	other	spk2_15.wav	202	3	0.922394990921	12	0.5	0.345188284518828	2.33333333333333	5.5
12_2	12	D	30	2	other	spk2_30.wav	201	4	0.80362200737	12	0.5	0.341004184100418	2.33333333333333	5.5
12_2	12	D	54	2	other	spk2_54.wav	36	4	2.14106488228	12	0.5	-0.349372384937238	2.33333333333333	5.5
12_2	12	D	6	2	other	spk2_6.wav	92	3	2.94151186943	12	0.5	-0.115062761506276	2.33333333333333	5.5
12_2	12	D	18	2	other	spk2_18.wav	225	3	0.37015914917	12	0.5	0.441422594142259	2.33333333333333	5.5
12_2	12	D	31	2	other	spk2_31.wav	13	1	2.14127588272	12	0.5	-0.445606694560669	2.33333333333333	5.5
12_2	12	D	16	2	other	spk2_16.wav	174	5	0.704267024994	12	0.5	0.228033472803347	2.33333333333333	5.5
12_2	12	D	21	2	other	spk2_21.wav	129	3	4.44711995125	12	0.5	0.0397489539748954	2.33333333333333	5.5
12_2	12	D	56	2	other	spk2_56.wav	91	1	3.35858511925	12	0.5	-0.119246861924686	2.33333333333333	5.5
12_2	12	D	36	2	other	spk2_36.wav	224	4	0.33691906929	12	0.5	0.437238493723849	2.33333333333333	5.5
12_20	12	D	24	20	other	spk20_24.wav	0	3	3.06018996239	12	0.5	-0.5	2.33333333333333	4.4
12_20	12	D	46	20	other	spk20_46.wav	41	2	2.42525196075	12	0.5	-0.328451882845188	2.33333333333333	4.4
12_20	12	D	56	20	other	spk20_56.wav	123	2	1.1372051239	12	0.5	0.0146443514644351	2.33333333333333	4.4
12_20	12	D	59	20	other	spk20_59.wav	3	3	1.1028649807	12	0.5	-0.48744769874477	2.33333333333333	4.4
12_20	12	D	43	20	other	spk20_43.wav	4	3	2.07439398766	12	0.5	-0.48326359832636	2.33333333333333	4.4
12_20	12	D	48	20	other	spk20_48.wav	206	3	1.0385248661	12	0.5	0.361924686192469	2.33333333333333	4.4
12_20	12	D	40	20	other	spk20_40.wav	127	1	1.42034482956	12	0.5	0.0313807531380753	2.33333333333333	4.4
12_20	12	D	25	20	other	spk20_25.wav	7	3	1.13940191269	12	0.5	-0.47071129707113	2.33333333333333	4.4
12_20	12	D	16	20	other	spk20_16.wav	48	2	1.08885192871	12	0.5	-0.299163179916318	2.33333333333333	4.4
12_20	12	D	47	20	other	spk20_47.wav	130	5	1.92243289948	12	0.5	0.0439330543933054	2.33333333333333	4.4
12_20	12	D	27	20	other	spk20_27.wav	50	1	1.28888177872	12	0.5	-0.290794979079498	2.33333333333333	4.4
12_20	12	D	37	20	other	spk20_37.wav	132	2	1.74068498611	12	0.5	0.0523012552301255	2.33333333333333	4.4
12_20	12	D	23	20	other	spk20_23.wav	146	2	1.89087200165	12	0.5	0.110878661087866	2.33333333333333	4.4
12_20	12	D	41	20	other	spk20_41.wav	134	1	1.4390540123	12	0.5	0.0606694560669456	2.33333333333333	4.4
12_20	12	D	57	20	other	spk20_57.wav	135	2	2.80708694458	12	0.5	0.0648535564853556	2.33333333333333	4.4
12_20	12	D	55	20	other	spk20_55.wav	15	2	1.68758201599	12	0.5	-0.437238493723849	2.33333333333333	4.4
12_20	12	D	38	20	other	spk20_38.wav	16	3	1.99084687233	12	0.5	-0.433054393305439	2.33333333333333	4.4
12_20	12	D	31	20	other	spk20_31.wav	70	1	0.752490997314	12	0.5	-0.207112970711297	2.33333333333333	4.4
12_20	12	D	9	20	other	spk20_9.wav	18	2	5.31501889229	12	0.5	-0.424686192468619	2.33333333333333	4.4
12_20	12	D	36	20	other	spk20_36.wav	112	3	1.87389397621	12	0.5	-0.0313807531380753	2.33333333333333	4.4
12_20	12	D	52	20	other	spk20_52.wav	141	2	2.08922815323	12	0.5	0.0899581589958159	2.33333333333333	4.4
12_20	12	D	14	20	other	spk20_14.wav	101	3	1.44001889229	12	0.5	-0.0774058577405858	2.33333333333333	4.4
12_20	12	D	20	20	other	spk20_20.wav	183	4	0.68753695488	12	0.5	0.265690376569038	2.33333333333333	4.4
12_20	12	D	49	20	other	spk20_49.wav	23	3	2.94245505333	12	0.5	-0.403765690376569	2.33333333333333	4.4
12_20	12	D	6	20	other	spk20_6.wav	63	1	1.45531511307	12	0.5	-0.236401673640167	2.33333333333333	4.4
12_20	12	D	1	20	other	spk20_1.wav	38	5	2.55961799622	12	0.5	-0.341004184100418	2.33333333333333	4.4
12_20	12	D	35	20	other	spk20_35.wav	187	1	1.10406517982	12	0.5	0.282426778242678	2.33333333333333	4.4
12_20	12	D	32	20	other	spk20_32.wav	67	2	3.69400811195	12	0.5	-0.219665271966527	2.33333333333333	4.4
12_20	12	D	51	20	other	spk20_51.wav	189	1	0.788454055786	12	0.5	0.290794979079498	2.33333333333333	4.4
12_20	12	D	58	20	other	spk20_58.wav	230	2	3.06023097038	12	0.5	0.46234309623431	2.33333333333333	4.4
12_20	12	D	22	20	other	spk20_22.wav	43	3	2.89211511612	12	0.5	-0.320083682008368	2.33333333333333	4.4
12_20	12	D	4	20	other	spk20_4.wav	31	3	3.27530193329	12	0.5	-0.370292887029289	2.33333333333333	4.4
12_20	12	D	5	20	other	spk20_5.wav	111	3	1.7904548645	12	0.5	-0.0355648535564854	2.33333333333333	4.4
12_20	12	D	39	20	other	spk20_39.wav	33	4	1.65682291985	12	0.5	-0.361924686192469	2.33333333333333	4.4
12_20	12	D	11	20	other	spk20_11.wav	73	5	1.67347288132	12	0.5	-0.194560669456067	2.33333333333333	4.4
12_20	12	D	8	20	other	spk20_8.wav	75	1	1.00543904305	12	0.5	-0.186192468619247	2.33333333333333	4.4
12_20	12	D	18	20	other	spk20_18.wav	157	3	2.17479205132	12	0.5	0.156903765690377	2.33333333333333	4.4
12_20	12	D	34	20	other	spk20_34.wav	197	2	2.3727080822	12	0.5	0.324267782426778	2.33333333333333	4.4
12_20	12	D	15	20	other	spk20_15.wav	212	1	1.59047985077	12	0.5	0.387029288702929	2.33333333333333	4.4
12_20	12	D	53	20	other	spk20_53.wav	200	2	1.93920016289	12	0.5	0.336820083682008	2.33333333333333	4.4
12_20	12	D	7	20	other	spk20_7.wav	161	3	4.69763207436	12	0.5	0.173640167364017	2.33333333333333	4.4
12_20	12	D	17	20	other	spk20_17.wav	81	4	1.13916087151	12	0.5	-0.161087866108787	2.33333333333333	4.4
12_20	12	D	60	20	other	spk20_60.wav	82	2	3.27736711502	12	0.5	-0.156903765690377	2.33333333333333	4.4
12_20	12	D	2	20	other	spk20_2.wav	176	5	1.48939013481	12	0.5	0.236401673640167	2.33333333333333	4.4
12_20	12	D	28	20	other	spk20_28.wav	44	1	2.85969305038	12	0.5	-0.315899581589958	2.33333333333333	4.4
12_20	12	D	13	20	other	spk20_13.wav	205	1	1.00267100334	12	0.5	0.357740585774059	2.33333333333333	4.4
12_20	12	D	29	20	other	spk20_29.wav	175	4	0.737627983093	12	0.5	0.232217573221757	2.33333333333333	4.4
12_20	12	D	42	20	other	spk20_42.wav	107	2	0.987740039825	12	0.5	-0.0523012552301255	2.33333333333333	4.4
12_20	12	D	44	20	other	spk20_44.wav	88	1	1.18790507317	12	0.5	-0.131799163179916	2.33333333333333	4.4
12_20	12	D	12	20	other	spk20_12.wav	222	3	1.07190513611	12	0.5	0.428870292887029	2.33333333333333	4.4
12_20	12	D	54	20	other	spk20_54.wav	236	3	0.687538146973	12	0.5	0.48744769874477	2.33333333333333	4.4
12_20	12	D	21	20	other	spk20_21.wav	118	2	4.58077001572	12	0.5	-0.00627615062761505	2.33333333333333	4.4
12_20	12	D	26	20	other	spk20_26.wav	186	1	1.00268697739	12	0.5	0.278242677824268	2.33333333333333	4.4
12_20	12	D	30	20	other	spk20_30.wav	106	1	0.854840993881	12	0.5	-0.0564853556485356	2.33333333333333	4.4
12_20	12	D	3	20	other	spk20_3.wav	105	2	0.634999990463	12	0.5	-0.0606694560669456	2.33333333333333	4.4
12_20	12	D	50	20	other	spk20_50.wav	108	2	1.67327189445	12	0.5	-0.0481171548117155	2.33333333333333	4.4
12_20	12	D	19	20	other	spk20_19.wav	203	1	2.1416478157	12	0.5	0.349372384937239	2.33333333333333	4.4
12_20	12	D	33	20	other	spk20_33.wav	120	6	1.32099103928	12	0.5	0.002092050209205	2.33333333333333	4.4
12_20	12	D	45	20	other	spk20_45.wav	199	3	1.07050609589	12	0.5	0.332635983263598	2.33333333333333	4.4
12_20	12	D	10	20	other	spk20_10.wav	215	2	1.23837804794	12	0.5	0.399581589958159	2.33333333333333	4.4
12_9	12	D	55	9	other	spk9_55.wav	149	2	1.82398200035	12	0.5	0.123430962343096	2.33333333333333	3.4
12_9	12	D	35	9	other	spk9_35.wav	136	1	1.47258901596	12	0.5	0.0690376569037657	2.33333333333333	3.4
12_9	12	D	53	9	other	spk9_53.wav	140	2	5.91567111015	12	0.5	0.0857740585774058	2.33333333333333	3.4
12_9	12	D	21	9	other	spk9_21.wav	47	2	3.41008710861	12	0.5	-0.303347280334728	2.33333333333333	3.4
12_9	12	D	20	9	other	spk9_20.wav	59	2	3.07688808441	12	0.5	-0.253138075313807	2.33333333333333	3.4
12_9	12	D	60	9	other	spk9_60.wav	32	4	2.99272489548	12	0.5	-0.366108786610879	2.33333333333333	3.4
12_9	12	D	34	9	other	spk9_34.wav	125	2	1.4899289608	12	0.5	0.0230125523012552	2.33333333333333	3.4
12_9	12	D	46	9	other	spk9_46.wav	95	1	1.27181982994	12	0.5	-0.102510460251046	2.33333333333333	3.4
12_9	12	D	48	9	other	spk9_48.wav	131	3	1.22187900543	12	0.5	0.0481171548117155	2.33333333333333	3.4
12_9	12	D	7	9	other	spk9_7.wav	68	2	3.39331698418	12	0.5	-0.215481171548117	2.33333333333333	3.4
12_9	12	D	32	9	other	spk9_32.wav	124	2	2.57344579697	12	0.5	0.0188284518828452	2.33333333333333	3.4
12_9	12	D	42	9	other	spk9_42.wav	153	2	0.988430023193	12	0.5	0.140167364016736	2.33333333333333	3.4
12_9	12	D	45	9	other	spk9_45.wav	28	5	1.08724403381	12	0.5	-0.382845188284519	2.33333333333333	3.4
12_9	12	D	24	9	other	spk9_24.wav	193	4	1.2219080925	12	0.5	0.307531380753138	2.33333333333333	3.4
12_9	12	D	52	9	other	spk9_52.wav	168	1	0.554630994797	12	0.5	0.202928870292887	2.33333333333333	3.4
12_9	12	D	51	9	other	spk9_51.wav	29	2	1.35447597504	12	0.5	-0.378661087866109	2.33333333333333	3.4
12_9	12	D	3	9	other	spk9_3.wav	152	1	0.804618120193	12	0.5	0.135983263598326	2.33333333333333	3.4
12_9	12	D	12	9	other	spk9_12.wav	37	1	1.02226209641	12	0.5	-0.345188284518828	2.33333333333333	3.4
12_9	12	D	11	9	other	spk9_11.wav	158	3	1.33668494225	12	0.5	0.161087866108787	2.33333333333333	3.4
12_9	12	D	16	9	other	spk9_16.wav	98	1	1.15494990349	12	0.5	-0.0899581589958159	2.33333333333333	3.4
12_9	12	D	26	9	other	spk9_26.wav	27	1	1.4542529583	12	0.5	-0.387029288702929	2.33333333333333	3.4
12_9	12	D	37	9	other	spk9_37.wav	40	2	5.449614048	12	0.5	-0.332635983263598	2.33333333333333	3.4
12_9	12	D	25	9	other	spk9_25.wav	162	1	2.62575292587	12	0.5	0.177824267782427	2.33333333333333	3.4
12_9	12	D	22	9	other	spk9_22.wav	56	3	1.68982195854	12	0.5	-0.265690376569038	2.33333333333333	3.4
12_9	12	D	54	9	other	spk9_54.wav	164	2	0.903217077255	12	0.5	0.186192468619247	2.33333333333333	3.4
12_9	12	D	10	9	other	spk9_10.wav	165	2	1.07185792923	12	0.5	0.190376569037657	2.33333333333333	3.4
12_9	12	D	23	9	other	spk9_23.wav	85	4	2.65868401527	12	0.5	-0.144351464435146	2.33333333333333	3.4
12_9	12	D	43	9	other	spk9_43.wav	6	2	1.82358503342	12	0.5	-0.47489539748954	2.33333333333333	3.4
12_9	12	D	30	9	other	spk9_30.wav	87	2	2.74282503128	12	0.5	-0.135983263598326	2.33333333333333	3.4
12_9	12	D	2	9	other	spk9_2.wav	116	2	3.87668704987	12	0.5	-0.0146443514644352	2.33333333333333	3.4
12_9	12	D	49	9	other	spk9_49.wav	210	1	0.804610013962	12	0.5	0.378661087866109	2.33333333333333	3.4
12_9	12	D	31	9	other	spk9_31.wav	90	2	1.6070189476	12	0.5	-0.123430962343096	2.33333333333333	3.4
12_9	12	D	59	9	other	spk9_59.wav	160	4	2.30689907074	12	0.5	0.169456066945607	2.33333333333333	3.4
12_9	12	D	8	9	other	spk9_8.wav	79	1	0.769506931305	12	0.5	-0.169456066945607	2.33333333333333	3.4
12_9	12	D	41	9	other	spk9_41.wav	93	2	1.53999400139	12	0.5	-0.110878661087866	2.33333333333333	3.4
12_9	12	D	58	9	other	spk9_58.wav	14	1	2.72382307053	12	0.5	-0.441422594142259	2.33333333333333	3.4
12_9	12	D	18	9	other	spk9_18.wav	216	1	1.23649597168	12	0.5	0.403765690376569	2.33333333333333	3.4
12_9	12	D	33	9	other	spk9_33.wav	96	1	0.821712017059	12	0.5	-0.098326359832636	2.33333333333333	3.4
12_9	12	D	5	9	other	spk9_5.wav	97	3	3.75948190689	12	0.5	-0.0941422594142259	2.33333333333333	3.4
12_9	12	D	27	9	other	spk9_27.wav	219	2	0.0693511962891	12	0.5	0.416317991631799	2.33333333333333	3.4
12_9	12	D	9	9	other	spk9_9.wav	99	1	0.202022075653	12	0.5	-0.0857740585774058	2.33333333333333	3.4
12_9	12	D	4	9	other	spk9_4.wav	60	3	2.0247399807	12	0.5	-0.248953974895398	2.33333333333333	3.4
12_9	12	D	36	9	other	spk9_36.wav	182	2	1.1392018795	12	0.5	0.261506276150628	2.33333333333333	3.4
12_9	12	D	39	9	other	spk9_39.wav	62	1	0.4026658535	12	0.5	-0.240585774058577	2.33333333333333	3.4
12_9	12	D	56	9	other	spk9_56.wav	184	2	5.16312193871	12	0.5	0.269874476987448	2.33333333333333	3.4
12_9	12	D	13	9	other	spk9_13.wav	26	2	0.989033937454	12	0.5	-0.391213389121339	2.33333333333333	3.4
12_9	12	D	50	9	other	spk9_50.wav	25	3	2.09109091759	12	0.5	-0.395397489539749	2.33333333333333	3.4
12_9	12	D	29	9	other	spk9_29.wav	147	3	5.26553916931	12	0.5	0.115062761506276	2.33333333333333	3.4
12_9	12	D	15	9	other	spk9_15.wav	148	1	2.00767707825	12	0.5	0.119246861924686	2.33333333333333	3.4
12_9	12	D	28	9	other	spk9_28.wav	229	1	1.07251095772	12	0.5	0.4581589958159	2.33333333333333	3.4
12_9	12	D	57	9	other	spk9_57.wav	150	2	2.00766706467	12	0.5	0.127615062761506	2.33333333333333	3.4
12_9	12	D	19	9	other	spk9_19.wav	231	2	2.65927410126	12	0.5	0.46652719665272	2.33333333333333	3.4
12_9	12	D	47	9	other	spk9_47.wav	232	3	2.39131593704	12	0.5	0.47071129707113	2.33333333333333	3.4
12_9	12	D	38	9	other	spk9_38.wav	233	1	0.852353096008	12	0.5	0.47489539748954	2.33333333333333	3.4
12_9	12	D	40	9	other	spk9_40.wav	113	1	0.821262836456	12	0.5	-0.0271966527196653	2.33333333333333	3.4
12_9	12	D	44	9	other	spk9_44.wav	34	1	1.27232694626	12	0.5	-0.357740585774059	2.33333333333333	3.4
12_9	12	D	6	9	other	spk9_6.wav	196	1	1.23749780655	12	0.5	0.320083682008368	2.33333333333333	3.4
12_9	12	D	1	9	other	spk9_1.wav	237	2	0.869045972824	12	0.5	0.49163179916318	2.33333333333333	3.4
12_9	12	D	14	9	other	spk9_14.wav	198	1	0.587671995163	12	0.5	0.328451882845188	2.33333333333333	3.4
12_9	12	D	17	9	other	spk9_17.wav	39	3	2.74289298058	12	0.5	-0.336820083682008	2.33333333333333	3.4
13_10	13	C	46	10	other	spk10_46.wav	96	1	0.754220962524	13	0.5	-0.098326359832636	1.56666666666667	2.8
13_10	13	C	52	10	other	spk10_52.wav	141	1	0.119397878647	13	0.5	0.0899581589958159	1.56666666666667	2.8
13_10	13	C	35	10	other	spk10_35.wav	18	2	1.22195291519	13	0.5	-0.424686192468619	1.56666666666667	2.8
13_10	13	C	4	10	other	spk10_4.wav	138	1	0.853679895401	13	0.5	0.0774058577405857	1.56666666666667	2.8
13_10	13	C	6	10	other	spk10_6.wav	16	2	0.504371166229	13	0.5	-0.433054393305439	1.56666666666667	2.8
13_10	13	C	23	10	other	spk10_23.wav	229	2	1.52356386185	13	0.5	0.4581589958159	1.56666666666667	2.8
13_10	13	C	10	10	other	spk10_10.wav	95	1	0.921612024307	13	0.5	-0.102510460251046	1.56666666666667	2.8
13_10	13	C	19	10	other	spk10_19.wav	89	1	1.21980714798	13	0.5	-0.127615062761506	1.56666666666667	2.8
13_10	13	C	37	10	other	spk10_37.wav	76	1	2.12482714653	13	0.5	-0.182008368200837	1.56666666666667	2.8
13_10	13	C	39	10	other	spk10_39.wav	153	2	0.722567081451	13	0.5	0.140167364016736	1.56666666666667	2.8
13_10	13	C	60	10	other	spk10_60.wav	166	2	0.821135997772	13	0.5	0.194560669456067	1.56666666666667	2.8
13_10	13	C	13	10	other	spk10_13.wav	118	1	1.17267584801	13	0.5	-0.00627615062761505	1.56666666666667	2.8
13_10	13	C	7	10	other	spk10_7.wav	119	2	1.02251410484	13	0.5	-0.002092050209205	1.56666666666667	2.8
13_10	13	C	42	10	other	spk10_42.wav	21	1	1.32260799408	13	0.5	-0.412133891213389	1.56666666666667	2.8
13_10	13	C	31	10	other	spk10_31.wav	121	1	1.57156300545	13	0.5	0.00627615062761511	1.56666666666667	2.8
13_10	13	C	47	10	other	spk10_47.wav	108	3	2.00743603706	13	0.5	-0.0481171548117155	1.56666666666667	2.8
13_10	13	C	43	10	other	spk10_43.wav	123	2	0.301398038864	13	0.5	0.0146443514644351	1.56666666666667	2.8
13_10	13	C	12	10	other	spk10_12.wav	53	2	1.87368893623	13	0.5	-0.278242677824268	1.56666666666667	2.8
13_10	13	C	8	10	other	spk10_8.wav	219	1	0.553887844086	13	0.5	0.416317991631799	1.56666666666667	2.8
13_10	13	C	36	10	other	spk10_36.wav	139	2	0.503905057907	13	0.5	0.0815899581589958	1.56666666666667	2.8
13_10	13	C	14	10	other	spk10_14.wav	100	1	0.937597036362	13	0.5	-0.0815899581589958	1.56666666666667	2.8
13_10	13	C	28	10	other	spk10_28.wav	8	2	1.75721812248	13	0.5	-0.46652719665272	1.56666666666667	2.8
13_10	13	C	22	10	other	spk10_22.wav	156	2	0.420272111893	13	0.5	0.152719665271967	1.56666666666667	2.8
13_10	13	C	41	10	other	spk10_41.wav	210	1	0.13593006134	13	0.5	0.378661087866109	1.56666666666667	2.8
13_10	13	C	5	10	other	spk10_5.wav	132	2	0.468065023422	13	0.5	0.0523012552301255	1.56666666666667	2.8
13_10	13	C	16	10	other	spk10_16.wav	37	1	0.952454090118	13	0.5	-0.345188284518828	1.56666666666667	2.8
13_10	13	C	40	10	other	spk10_40.wav	66	1	1.10623002052	13	0.5	-0.223849372384937	1.56666666666667	2.8
13_10	13	C	1	10	other	spk10_1.wav	134	1	0.822098016739	13	0.5	0.0606694560669456	1.56666666666667	2.8
13_10	13	C	32	10	other	spk10_32.wav	174	2	0.453541994095	13	0.5	0.228033472803347	1.56666666666667	2.8
13_10	13	C	51	10	other	spk10_51.wav	216	1	0.904919147491	13	0.5	0.403765690376569	1.56666666666667	2.8
13_10	13	C	9	10	other	spk10_9.wav	179	1	1.32051205635	13	0.5	0.248953974895398	1.56666666666667	2.8
13_10	13	C	26	10	other	spk10_26.wav	83	1	0.986217975616	13	0.5	-0.152719665271967	1.56666666666667	2.8
13_10	13	C	53	10	other	spk10_53.wav	70	2	2.70874810219	13	0.5	-0.207112970711297	1.56666666666667	2.8
13_10	13	C	20	10	other	spk10_20.wav	154	1	1.0886797905	13	0.5	0.144351464435146	1.56666666666667	2.8
13_10	13	C	24	10	other	spk10_24.wav	221	1	1.27019000053	13	0.5	0.424686192468619	1.56666666666667	2.8
13_10	13	C	21	10	other	spk10_21.wav	209	2	1.62112903595	13	0.5	0.374476987447699	1.56666666666667	2.8
13_10	13	C	49	10	other	spk10_49.wav	75	1	1.15526199341	13	0.5	-0.186192468619247	1.56666666666667	2.8
13_10	13	C	30	10	other	spk10_30.wav	36	2	1.33900213242	13	0.5	-0.349372384937238	1.56666666666667	2.8
13_10	13	C	56	10	other	spk10_56.wav	91	1	1.62423205376	13	0.5	-0.119246861924686	1.56666666666667	2.8
13_10	13	C	11	10	other	spk10_11.wav	239	1	1.27250814438	13	0.5	0.5	1.56666666666667	2.8
13_10	13	C	17	10	other	spk10_17.wav	93	2	0.637764930725	13	0.5	-0.110878661087866	1.56666666666667	2.8
13_10	13	C	29	10	other	spk10_29.wav	173	1	0.487190008163	13	0.5	0.223849372384937	1.56666666666667	2.8
13_10	13	C	3	10	other	spk10_3.wav	54	1	1.52438688278	13	0.5	-0.274058577405858	1.56666666666667	2.8
13_10	13	C	25	10	other	spk10_25.wav	137	1	1.79071116447	13	0.5	0.0732217573221757	1.56666666666667	2.8
13_10	13	C	59	10	other	spk10_59.wav	56	1	1.32377004623	13	0.5	-0.265690376569038	1.56666666666667	2.8
13_10	13	C	55	10	other	spk10_55.wav	217	2	0.98742389679	13	0.5	0.407949790794979	1.56666666666667	2.8
13_10	13	C	44	10	other	spk10_44.wav	62	1	0.336923122406	13	0.5	-0.240585774058577	1.56666666666667	2.8
13_10	13	C	2	10	other	spk10_2.wav	208	1	0.55321598053	13	0.5	0.370292887029289	1.56666666666667	2.8
13_10	13	C	18	10	other	spk10_18.wav	198	2	0.387465000153	13	0.5	0.328451882845188	1.56666666666667	2.8
13_10	13	C	38	10	other	spk10_38.wav	222	1	0.0693910121918	13	0.5	0.428870292887029	1.56666666666667	2.8
13_10	13	C	45	10	other	spk10_45.wav	105	1	0.319388151169	13	0.5	-0.0606694560669456	1.56666666666667	2.8
13_10	13	C	33	10	other	spk10_33.wav	184	2	0.587293863297	13	0.5	0.269874476987448	1.56666666666667	2.8
13_10	13	C	27	10	other	spk10_27.wav	42	1	0.956182003021	13	0.5	-0.324267782426778	1.56666666666667	2.8
13_10	13	C	57	10	other	spk10_57.wav	227	2	1.05606794357	13	0.5	0.449790794979079	1.56666666666667	2.8
13_10	13	C	50	10	other	spk10_50.wav	24	1	1.19011306763	13	0.5	-0.399581589958159	1.56666666666667	2.8
13_10	13	C	34	10	other	spk10_34.wav	27	1	1.4713139534	13	0.5	-0.387029288702929	1.56666666666667	2.8
13_10	13	C	15	10	other	spk10_15.wav	197	2	2.69272303581	13	0.5	0.324267782426778	1.56666666666667	2.8
13_10	13	C	48	10	other	spk10_48.wav	90	1	1.15542292595	13	0.5	-0.123430962343096	1.56666666666667	2.8
13_10	13	C	58	10	other	spk10_58.wav	115	2	3.27732920647	13	0.5	-0.0188284518828452	1.56666666666667	2.8
13_10	13	C	54	10	other	spk10_54.wav	228	1	0.568871974945	13	0.5	0.45397489539749	1.56666666666667	2.8
13_13	13	C	53	13	self	spk13_53.wav	40	1	1.74079704285	13	-0.5	-0.332635983263598	1.56666666666667	1.7
13_13	13	C	52	13	self	spk13_52.wav	149	1	0.186326026917	13	-0.5	0.123430962343096	1.56666666666667	1.7
13_13	13	C	38	13	self	spk13_38.wav	3	1	1.00508093834	13	-0.5	-0.48744769874477	1.56666666666667	1.7
13_13	13	C	19	13	self	spk13_19.wav	43	1	1.54027295113	13	-0.5	-0.320083682008368	1.56666666666667	1.7
13_13	13	C	39	13	self	spk13_39.wav	79	1	0.90319108963	13	-0.5	-0.169456066945607	1.56666666666667	1.7
13_13	13	C	16	13	self	spk13_16.wav	133	1	1.02145910263	13	-0.5	0.0564853556485355	1.56666666666667	1.7
13_13	13	C	30	13	self	spk13_30.wav	14	1	1.48841691017	13	-0.5	-0.441422594142259	1.56666666666667	1.7
13_13	13	C	7	13	self	spk13_7.wav	177	1	1.70628404617	13	-0.5	0.240585774058577	1.56666666666667	1.7
13_13	13	C	11	13	self	spk13_11.wav	203	1	0.704028129578	13	-0.5	0.349372384937239	1.56666666666667	1.7
13_13	13	C	4	13	self	spk13_4.wav	4	1	0.821314811707	13	-0.5	-0.48326359832636	1.56666666666667	1.7
13_13	13	C	48	13	self	spk13_48.wav	146	2	2.12566304207	13	-0.5	0.110878661087866	1.56666666666667	1.7
13_13	13	C	55	13	self	spk13_55.wav	148	2	1.08865118027	13	-0.5	0.119246861924686	1.56666666666667	1.7
13_13	13	C	33	13	self	spk13_33.wav	189	2	0.672503948212	13	-0.5	0.290794979079498	1.56666666666667	1.7
13_13	13	C	22	13	self	spk13_22.wav	52	1	1.40640497208	13	-0.5	-0.282426778242678	1.56666666666667	1.7
13_13	13	C	36	13	self	spk13_36.wav	151	1	0.752063989639	13	-0.5	0.131799163179916	1.56666666666667	1.7
13_13	13	C	8	13	self	spk13_8.wav	84	1	1.27218699455	13	-0.5	-0.148535564853557	1.56666666666667	1.7
13_13	13	C	14	13	self	spk13_14.wav	50	1	1.25204181671	13	-0.5	-0.290794979079498	1.56666666666667	1.7
13_13	13	C	2	13	self	spk13_2.wav	135	1	1.12184000015	13	-0.5	0.0648535564853556	1.56666666666667	1.7
13_13	13	C	12	13	self	spk13_12.wav	25	1	2.14144420624	13	-0.5	-0.395397489539749	1.56666666666667	1.7
13_13	13	C	20	13	self	spk13_20.wav	159	2	1.907351017	13	-0.5	0.165271966527197	1.56666666666667	1.7
13_13	13	C	28	13	self	spk13_28.wav	120	1	1.95911216736	13	-0.5	0.002092050209205	1.56666666666667	1.7
13_13	13	C	60	13	self	spk13_60.wav	41	2	1.20675396919	13	-0.5	-0.328451882845188	1.56666666666667	1.7
13_13	13	C	9	13	self	spk13_9.wav	188	1	0.219741106033	13	-0.5	0.286610878661088	1.56666666666667	1.7
13_13	13	C	34	13	self	spk13_34.wav	204	1	0.63641500473	13	-0.5	0.353556485355649	1.56666666666667	1.7
13_13	13	C	50	13	self	spk13_50.wav	191	1	1.07202911377	13	-0.5	0.299163179916318	1.56666666666667	1.7
13_13	13	C	10	13	self	spk13_10.wav	45	2	1.95756292343	13	-0.5	-0.311715481171548	1.56666666666667	1.7
13_13	13	C	51	13	self	spk13_51.wav	86	1	2.70682001114	13	-0.5	-0.140167364016736	1.56666666666667	1.7
13_13	13	C	31	13	self	spk13_31.wav	170	1	0.803554058075	13	-0.5	0.211297071129707	1.56666666666667	1.7
13_13	13	C	44	13	self	spk13_44.wav	128	2	1.55682706833	13	-0.5	0.0355648535564853	1.56666666666667	1.7
13_13	13	C	15	13	self	spk13_15.wav	143	2	1.10339093208	13	-0.5	0.0983263598326359	1.56666666666667	1.7
13_13	13	C	3	13	self	spk13_3.wav	131	1	0.385220050812	13	-0.5	0.0481171548117155	1.56666666666667	1.7
13_13	13	C	40	13	self	spk13_40.wav	199	2	1.28990912437	13	-0.5	0.332635983263598	1.56666666666667	1.7
13_13	13	C	45	13	self	spk13_45.wav	92	1	1.20575809479	13	-0.5	-0.115062761506276	1.56666666666667	1.7
13_13	13	C	54	13	self	spk13_54.wav	213	1	1.50657510757	13	-0.5	0.391213389121339	1.56666666666667	1.7
13_13	13	C	29	13	self	spk13_29.wav	175	1	1.28660202026	13	-0.5	0.232217573221757	1.56666666666667	1.7
