pair	pp	group	sentence	spk_thisTrial	voice	wavfile	trial	rating	rt	participant	voiceC	trialC	recognition	simRatingPair
2_12	2	D	23	12	other	spk12_23.wav	79	3	1.10583305359	2	0.5	-0.169456066945607	0.866666666666666	2.4
2_12	2	D	11	12	other	spk12_11.wav	238	2	0.470920085907	2	0.5	0.49581589958159	0.866666666666666	2.4
2_12	2	D	33	12	other	spk12_33.wav	201	2	0.905184030533	2	0.5	0.341004184100418	0.866666666666666	2.4
2_12	2	D	12	12	other	spk12_12.wav	113	2	0.754842996597	2	0.5	-0.0271966527196653	0.866666666666666	2.4
2_12	2	D	50	12	other	spk12_50.wav	149	1	0.82141494751	2	0.5	0.123430962343096	0.866666666666666	2.4
2_12	2	D	51	12	other	spk12_51.wav	232	1	0.921908140182	2	0.5	0.47071129707113	0.866666666666666	2.4
2_12	2	D	43	12	other	spk12_43.wav	178	3	0.788107156754	2	0.5	0.244769874476987	0.866666666666666	2.4
2_2	2	D	12	2	self	spk2_12.wav	10	1	0.854856014252	2	-0.5	-0.4581589958159	0.866666666666666	1.8
2_2	2	D	44	2	self	spk2_44.wav	23	3	0.754334926605	2	-0.5	-0.403765690376569	0.866666666666666	1.8
2_2	2	D	42	2	self	spk2_42.wav	89	2	0.788257837296	2	-0.5	-0.127615062761506	0.866666666666666	1.8
2_2	2	D	3	2	self	spk2_3.wav	94	2	0.620937108994	2	-0.5	-0.106694560669456	0.866666666666666	1.8
2_2	2	D	9	2	self	spk2_9.wav	146	1	0.169486045837	2	-0.5	0.110878661087866	0.866666666666666	1.8
2_2	2	D	4	2	self	spk2_4.wav	63	2	1.10506701469	2	-0.5	-0.236401673640167	0.866666666666666	1.8
2_2	2	D	47	2	self	spk2_47.wav	49	3	1.40661096573	2	-0.5	-0.294979079497908	0.866666666666666	1.8
2_2	2	D	57	2	self	spk2_57.wav	3	1	1.0221991539	2	-0.5	-0.48744769874477	0.866666666666666	1.8
2_2	2	D	58	2	self	spk2_58.wav	128	3	0.637846946716	2	-0.5	0.0355648535564853	0.866666666666666	1.8
2_2	2	D	2	2	self	spk2_2.wav	169	1	0.0850491523743	2	-0.5	0.207112970711297	0.866666666666666	1.8
2_2	2	D	28	2	self	spk2_28.wav	155	2	0.621020078659	2	-0.5	0.148535564853556	0.866666666666666	1.8
2_2	2	D	33	2	self	spk2_33.wav	48	2	0.535467147827	2	-0.5	-0.299163179916318	0.866666666666666	1.8
2_2	2	D	59	2	self	spk2_59.wav	212	2	0.35253405571	2	-0.5	0.387029288702929	0.866666666666666	1.8
2_2	2	D	14	2	self	spk2_14.wav	134	1	0.287082910538	2	-0.5	0.0606694560669456	0.866666666666666	1.8
2_2	2	D	10	2	self	spk2_10.wav	11	2	1.99205112457	2	-0.5	-0.45397489539749	0.866666666666666	1.8
2_2	2	D	22	2	self	spk2_22.wav	12	2	1.52374410629	2	-0.5	-0.449790794979079	0.866666666666666	1.8
2_2	2	D	31	2	self	spk2_31.wav	30	1	0.788196086884	2	-0.5	-0.374476987447699	0.866666666666666	1.8
2_2	2	D	17	2	self	spk2_17.wav	97	1	0.852989196777	2	-0.5	-0.0941422594142259	0.866666666666666	1.8
2_2	2	D	8	2	self	spk2_8.wav	83	1	0.487502098083	2	-0.5	-0.152719665271967	0.866666666666666	1.8
2_2	2	D	46	2	self	spk2_46.wav	87	2	0.688745975494	2	-0.5	-0.135983263598326	0.866666666666666	1.8
2_2	2	D	18	2	self	spk2_18.wav	154	1	0.670938014984	2	-0.5	0.144351464435146	0.866666666666666	1.8
2_2	2	D	23	2	self	spk2_23.wav	141	2	1.15610599518	2	-0.5	0.0899581589958159	0.866666666666666	1.8
2_2	2	D	54	2	self	spk2_54.wav	22	2	0.7045981884	2	-0.5	-0.407949790794979	0.866666666666666	1.8
2_2	2	D	36	2	self	spk2_36.wav	9	2	0.687711954117	2	-0.5	-0.46234309623431	0.866666666666666	1.8
2_2	2	D	39	2	self	spk2_39.wav	172	2	0.0170760154724	2	-0.5	0.219665271966527	0.866666666666666	1.8
2_2	2	D	38	2	self	spk2_38.wav	65	2	0.555070877075	2	-0.5	-0.228033472803347	0.866666666666666	1.8
2_2	2	D	52	2	self	spk2_52.wav	53	2	0.554196834564	2	-0.5	-0.278242677824268	0.866666666666666	1.8
2_2	2	D	11	2	self	spk2_11.wav	133	1	1.05546498299	2	-0.5	0.0564853556485355	0.866666666666666	1.8
2_2	2	D	53	2	self	spk2_53.wav	42	1	1.30621695518	2	-0.5	-0.324267782426778	0.866666666666666	1.8
2_2	2	D	6	2	self	spk2_6.wav	82	1	0.921955108643	2	-0.5	-0.156903765690377	0.866666666666666	1.8
2_2	2	D	29	2	self	spk2_29.wav	150	2	0.755270957947	2	-0.5	0.127615062761506	0.866666666666666	1.8
2_2	2	D	56	2	self	spk2_56.wav	16	2	0.888500213623	2	-0.5	-0.433054393305439	0.866666666666666	1.8
2_2	2	D	55	2	self	spk2_55.wav	207	1	1.07309484482	2	-0.5	0.366108786610879	0.866666666666666	1.8
2_2	2	D	30	2	self	spk2_30.wav	71	2	0.754666090012	2	-0.5	-0.202928870292887	0.866666666666666	1.8
2_2	2	D	16	2	self	spk2_16.wav	19	2	0.43709397316	2	-0.5	-0.420502092050209	0.866666666666666	1.8
2_2	2	D	5	2	self	spk2_5.wav	35	2	0.420993804932	2	-0.5	-0.353556485355649	0.866666666666666	1.8
2_2	2	D	40	2	self	spk2_40.wav	143	3	0.386984109879	2	-0.5	0.0983263598326359	0.866666666666666	1.8
2_2	2	D	21	2	self	spk2_21.wav	170	2	0.386874198914	2	-0.5	0.211297071129707	0.866666666666666	1.8
2_2	2	D	24	2	self	spk2_24.wav	38	2	0.804724931717	2	-0.5	-0.341004184100418	0.866666666666666	1.8
2_2	2	D	35	2	self	spk2_35.wav	226	1	0.754786968231	2	-0.5	0.445606694560669	0.866666666666666	1.8
2_2	2	D	15	2	self	spk2_15.wav	104	2	0.437687158585	2	-0.5	-0.0648535564853556	0.866666666666666	1.8
2_2	2	D	41	2	self	spk2_41.wav	80	1	0.721159219742	2	-0.5	-0.165271966527197	0.866666666666666	1.8
2_2	2	D	43	2	self	spk2_43.wav	217	2	0.971910953522	2	-0.5	0.407949790794979	0.866666666666666	1.8
2_2	2	D	60	2	self	spk2_60.wav	136	2	0.320172071457	2	-0.5	0.0690376569037657	0.866666666666666	1.8
2_2	2	D	45	2	self	spk2_45.wav	69	1	0.771852016449	2	-0.5	-0.211297071129707	0.866666666666666	1.8
2_2	2	D	20	2	self	spk2_20.wav	153	2	0.436969995499	2	-0.5	0.140167364016736	0.866666666666666	1.8
2_2	2	D	25	2	self	spk2_25.wav	62	2	0.654402971268	2	-0.5	-0.240585774058577	0.866666666666666	1.8
2_2	2	D	32	2	self	spk2_32.wav	111	3	0.921818971634	2	-0.5	-0.0355648535564854	0.866666666666666	1.8
2_2	2	D	51	2	self	spk2_51.wav	60	1	1.28748893738	2	-0.5	-0.248953974895398	0.866666666666666	1.8
2_2	2	D	13	2	self	spk2_13.wav	223	1	0.588078975677	2	-0.5	0.433054393305439	0.866666666666666	1.8
2_2	2	D	48	2	self	spk2_48.wav	92	1	0.871721029282	2	-0.5	-0.115062761506276	0.866666666666666	1.8
2_2	2	D	50	2	self	spk2_50.wav	50	2	0.48770904541	2	-0.5	-0.290794979079498	0.866666666666666	1.8
2_2	2	D	1	2	self	spk2_1.wav	158	3	0.905170917511	2	-0.5	0.161087866108787	0.866666666666666	1.8
2_2	2	D	37	2	self	spk2_37.wav	184	2	0.905144929886	2	-0.5	0.269874476987448	0.866666666666666	1.8
2_2	2	D	7	2	self	spk2_7.wav	17	2	1.52383804321	2	-0.5	-0.428870292887029	0.866666666666666	1.8
2_2	2	D	34	2	self	spk2_34.wav	75	1	1.08904504776	2	-0.5	-0.186192468619247	0.866666666666666	1.8
2_2	2	D	49	2	self	spk2_49.wav	229	1	0.604094982147	2	-0.5	0.4581589958159	0.866666666666666	1.8
2_2	2	D	27	2	self	spk2_27.wav	210	3	0.772070884705	2	-0.5	0.378661087866109	0.866666666666666	1.8
2_2	2	D	26	2	self	spk2_26.wav	230	1	0.404549121857	2	-0.5	0.46234309623431	0.866666666666666	1.8
2_2	2	D	19	2	self	spk2_19.wav	144	2	0.351459980011	2	-0.5	0.102510460251046	0.866666666666666	1.8
2_20	2	D	14	20	other	spk20_14.wav	52	1	0.621523857117	2	0.5	-0.282426778242678	0.866666666666666	3.1
2_20	2	D	35	20	other	spk20_35.wav	168	3	0.989391088486	2	0.5	0.202928870292887	0.866666666666666	3.1
2_20	2	D	8	20	other	spk20_8.wav	124	1	0.604330062866	2	0.5	0.0188284518828452	0.866666666666666	3.1
2_20	2	D	48	20	other	spk20_48.wav	25	2	0.838320016861	2	0.5	-0.395397489539749	0.866666666666666	3.1
2_20	2	D	57	20	other	spk20_57.wav	196	4	0.618878126144	2	0.5	0.320083682008368	0.866666666666666	3.1
2_20	2	D	25	20	other	spk20_25.wav	213	2	0.386890888214	2	0.5	0.391213389121339	0.866666666666666	3.1
2_20	2	D	26	20	other	spk20_26.wav	90	1	0.470942974091	2	0.5	-0.123430962343096	0.866666666666666	3.1
2_20	2	D	46	20	other	spk20_46.wav	2	2	1.6915678978	2	0.5	-0.49163179916318	0.866666666666666	3.1
2_20	2	D	3	20	other	spk20_3.wav	211	1	0.871942996979	2	0.5	0.382845188284519	0.866666666666666	3.1
2_20	2	D	49	20	other	spk20_49.wav	203	2	1.35700106621	2	0.5	0.349372384937239	0.866666666666666	3.1
2_20	2	D	12	20	other	spk20_12.wav	138	2	0.821281194687	2	0.5	0.0774058577405857	0.866666666666666	3.1
2_20	2	D	59	20	other	spk20_59.wav	197	2	0.3534719944	2	0.5	0.324267782426778	0.866666666666666	3.1
2_20	2	D	28	20	other	spk20_28.wav	15	2	0.854880094528	2	0.5	-0.437238493723849	0.866666666666666	3.1
2_20	2	D	5	20	other	spk20_5.wav	20	2	1.08909606934	2	0.5	-0.416317991631799	0.866666666666666	3.1
2_20	2	D	24	20	other	spk20_24.wav	181	2	0.520974159241	2	0.5	0.257322175732218	0.866666666666666	3.1
2_20	2	D	20	20	other	spk20_20.wav	115	1	0.872404813766	2	0.5	-0.0188284518828452	0.866666666666666	3.1
2_20	2	D	54	20	other	spk20_54.wav	61	3	1.27300310135	2	0.5	-0.244769874476987	0.866666666666666	3.1
2_20	2	D	37	20	other	spk20_37.wav	37	3	0.854912996292	2	0.5	-0.345188284518828	0.866666666666666	3.1
2_20	2	D	58	20	other	spk20_58.wav	24	4	1.67413401604	2	0.5	-0.399581589958159	0.866666666666666	3.1
2_20	2	D	21	20	other	spk20_21.wav	54	3	0.754706144333	2	0.5	-0.274058577405858	0.866666666666666	3.1
2_20	2	D	19	20	other	spk20_19.wav	173	4	0.937491178513	2	0.5	0.223849372384937	0.866666666666666	3.1
2_20	2	D	10	20	other	spk20_10.wav	1	1	1.59120988846	2	0.5	-0.49581589958159	0.866666666666666	3.1
2_20	2	D	4	20	other	spk20_4.wav	176	2	0.169920921326	2	0.5	0.236401673640167	0.866666666666666	3.1
2_20	2	D	30	20	other	spk20_30.wav	110	2	0.336730957031	2	0.5	-0.0397489539748954	0.866666666666666	3.1
2_20	2	D	22	20	other	spk20_22.wav	177	2	0.804909229279	2	0.5	0.240585774058577	0.866666666666666	3.1
2_20	2	D	11	20	other	spk20_11.wav	6	1	0.988600969315	2	0.5	-0.47489539748954	0.866666666666666	3.1
2_20	2	D	50	20	other	spk20_50.wav	45	2	0.337552070618	2	0.5	-0.311715481171548	0.866666666666666	3.1
2_20	2	D	60	20	other	spk20_60.wav	233	3	0.938672065735	2	0.5	0.47489539748954	0.866666666666666	3.1
2_20	2	D	33	20	other	spk20_33.wav	180	3	0.869815826416	2	0.5	0.253138075313807	0.866666666666666	3.1
2_20	2	D	52	20	other	spk20_52.wav	235	2	0.219670057297	2	0.5	0.48326359832636	0.866666666666666	3.1
2_20	2	D	41	20	other	spk20_41.wav	116	1	0.620927810669	2	0.5	-0.0146443514644352	0.866666666666666	3.1
2_20	2	D	47	20	other	spk20_47.wav	64	2	1.28974199295	2	0.5	-0.232217573221757	0.866666666666666	3.1
2_20	2	D	23	20	other	spk20_23.wav	147	3	0.972218036652	2	0.5	0.115062761506276	0.866666666666666	3.1
2_20	2	D	7	20	other	spk20_7.wav	119	3	1.02299785614	2	0.5	-0.002092050209205	0.866666666666666	3.1
2_20	2	D	42	20	other	spk20_42.wav	148	2	0.721663951874	2	0.5	0.119246861924686	0.866666666666666	3.1
2_20	2	D	31	20	other	spk20_31.wav	189	4	1.55804085732	2	0.5	0.290794979079498	0.866666666666666	3.1
2_20	2	D	27	20	other	spk20_27.wav	216	2	0.537486076355	2	0.5	0.403765690376569	0.866666666666666	3.1
2_20	2	D	39	20	other	spk20_39.wav	29	2	0.437024116516	2	0.5	-0.378661087866109	0.866666666666666	3.1
2_20	2	D	55	20	other	spk20_55.wav	85	2	0.705274105072	2	0.5	-0.144351464435146	0.866666666666666	3.1
2_20	2	D	15	20	other	spk20_15.wav	59	1	1.22177100182	2	0.5	-0.253138075313807	0.866666666666666	3.1
2_20	2	D	9	20	other	spk20_9.wav	18	3	0.771395921707	2	0.5	-0.424686192468619	0.866666666666666	3.1
2_20	2	D	29	20	other	spk20_29.wav	58	1	0.871695995331	2	0.5	-0.257322175732218	0.866666666666666	3.1
2_20	2	D	2	20	other	spk20_2.wav	41	1	0.20362496376	2	0.5	-0.328451882845188	0.866666666666666	3.1
2_20	2	D	17	20	other	spk20_17.wav	120	1	0.721495866776	2	0.5	0.002092050209205	0.866666666666666	3.1
2_20	2	D	53	20	other	spk20_53.wav	198	1	1.1894659996	2	0.5	0.328451882845188	0.866666666666666	3.1
2_20	2	D	56	20	other	spk20_56.wav	185	1	0.520316839218	2	0.5	0.274058577405858	0.866666666666666	3.1
2_20	2	D	32	20	other	spk20_32.wav	103	4	0.554659843445	2	0.5	-0.0690376569037657	0.866666666666666	3.1
2_20	2	D	36	20	other	spk20_36.wav	31	2	0.521302938461	2	0.5	-0.370292887029289	0.866666666666666	3.1
2_20	2	D	45	20	other	spk20_45.wav	121	2	0.0526189804077	2	0.5	0.00627615062761511	0.866666666666666	3.1
2_20	2	D	18	20	other	spk20_18.wav	122	2	0.319948911667	2	0.5	0.0104602510460251	0.866666666666666	3.1
2_20	2	D	40	20	other	spk20_40.wav	175	3	0.37019109726	2	0.5	0.232217573221757	0.866666666666666	3.1
2_20	2	D	43	20	other	spk20_43.wav	188	3	0.503942966461	2	0.5	0.286610878661088	0.866666666666666	3.1
2_20	2	D	44	20	other	spk20_44.wav	152	3	0.854764938354	2	0.5	0.135983263598326	0.866666666666666	3.1
2_20	2	D	16	20	other	spk20_16.wav	231	2	0.404256820679	2	0.5	0.46652719665272	0.866666666666666	3.1
2_20	2	D	6	20	other	spk20_6.wav	70	3	0.453706026077	2	0.5	-0.207112970711297	0.866666666666666	3.1
2_20	2	D	13	20	other	spk20_13.wav	118	1	0.4686191082	2	0.5	-0.00627615062761505	0.866666666666666	3.1
2_20	2	D	51	20	other	spk20_51.wav	236	2	0.470326185226	2	0.5	0.48744769874477	0.866666666666666	3.1
2_20	2	D	1	20	other	spk20_1.wav	202	1	1.92559599876	2	0.5	0.345188284518828	0.866666666666666	3.1
2_20	2	D	38	20	other	spk20_38.wav	107	2	1.08693003654	2	0.5	-0.0523012552301255	0.866666666666666	3.1
2_20	2	D	34	20	other	spk20_34.wav	98	1	1.02300882339	2	0.5	-0.0899581589958159	0.866666666666666	3.1
2_9	2	D	26	9	other	spk9_26.wav	127	2	0.453723907471	2	0.5	0.0313807531380753	0.866666666666666	2.5
2_9	2	D	47	9	other	spk9_47.wav	14	3	1.75840711594	2	0.5	-0.441422594142259	0.866666666666666	2.5
2_9	2	D	43	9	other	spk9_43.wav	8	1	0.905776023865	2	0.5	-0.46652719665272	0.866666666666666	2.5
2_9	2	D	22	9	other	spk9_22.wav	135	1	0.086718082428	2	0.5	0.0648535564853556	0.866666666666666	2.5
2_9	2	D	55	9	other	spk9_55.wav	74	2	1.03885006905	2	0.5	-0.190376569037657	0.866666666666666	2.5
2_9	2	D	45	9	other	spk9_45.wav	4	1	0.43709897995	2	0.5	-0.48326359832636	0.866666666666666	2.5
2_9	2	D	40	9	other	spk9_40.wav	160	3	0.150784015656	2	0.5	0.169456066945607	0.866666666666666	2.5
2_9	2	D	4	9	other	spk9_4.wav	73	3	1.10591983795	2	0.5	-0.194560669456067	0.866666666666666	2.5
2_9	2	D	37	9	other	spk9_37.wav	27	2	0.387875795364	2	0.5	-0.387029288702929	0.866666666666666	2.5
2_9	2	D	32	9	other	spk9_32.wav	88	3	0.554658889771	2	0.5	-0.131799163179916	0.866666666666666	2.5
2_9	2	D	58	9	other	spk9_58.wav	164	2	0.838922023773	2	0.5	0.186192468619247	0.866666666666666	2.5
2_9	2	D	9	9	other	spk9_9.wav	174	3	0.20362496376	2	0.5	0.228033472803347	0.866666666666666	2.5
2_9	2	D	41	9	other	spk9_41.wav	5	3	1.17320799828	2	0.5	-0.47907949790795	0.866666666666666	2.5
2_9	2	D	30	9	other	spk9_30.wav	44	4	0.570734977722	2	0.5	-0.315899581589958	0.866666666666666	2.5
2_9	2	D	31	9	other	spk9_31.wav	194	3	0.403609037399	2	0.5	0.311715481171548	0.866666666666666	2.5
2_9	2	D	33	9	other	spk9_33.wav	34	2	0.570897102356	2	0.5	-0.357740585774059	0.866666666666666	2.5
2_9	2	D	17	9	other	spk9_17.wav	157	2	0.553826093674	2	0.5	0.156903765690377	0.866666666666666	2.5
2_9	2	D	27	9	other	spk9_27.wav	167	2	1.15564012527	2	0.5	0.198744769874477	0.866666666666666	2.5
2_9	2	D	14	9	other	spk9_14.wav	66	3	1.00600481033	2	0.5	-0.223849372384937	0.866666666666666	2.5
2_9	2	D	23	9	other	spk9_23.wav	186	1	0.788691997528	2	0.5	0.278242677824268	0.866666666666666	2.5
2_9	2	D	39	9	other	spk9_39.wav	26	1	0.470408916473	2	0.5	-0.391213389121339	0.866666666666666	2.5
2_9	2	D	13	9	other	spk9_13.wav	40	1	0.303261041641	2	0.5	-0.332635983263598	0.866666666666666	2.5
2_9	2	D	10	9	other	spk9_10.wav	43	2	0.336707115173	2	0.5	-0.320083682008368	0.866666666666666	2.5
2_9	2	D	42	9	other	spk9_42.wav	123	1	1.60740303993	2	0.5	0.0146443514644351	0.866666666666666	2.5
2_9	2	D	29	9	other	spk9_29.wav	165	3	0.336654901505	2	0.5	0.190376569037657	0.866666666666666	2.5
2_9	2	D	51	9	other	spk9_51.wav	84	1	0.320343017578	2	0.5	-0.148535564853557	0.866666666666666	2.5
2_9	2	D	18	9	other	spk9_18.wav	32	2	0.437012195587	2	0.5	-0.366108786610879	0.866666666666666	2.5
2_9	2	D	56	9	other	spk9_56.wav	86	1	0.253806829453	2	0.5	-0.140167364016736	0.866666666666666	2.5
2_9	2	D	53	9	other	spk9_53.wav	208	2	0.921874046326	2	0.5	0.370292887029289	0.866666666666666	2.5
2_9	2	D	5	9	other	spk9_5.wav	209	1	0.654586076736	2	0.5	0.374476987447699	0.866666666666666	2.5
2_9	2	D	11	9	other	spk9_11.wav	76	2	0.821319103241	2	0.5	-0.182008368200837	0.866666666666666	2.5
2_9	2	D	19	9	other	spk9_19.wav	132	2	0.520840883255	2	0.5	0.0523012552301255	0.866666666666666	2.5
2_9	2	D	24	9	other	spk9_24.wav	159	2	0.37020611763	2	0.5	0.165271966527197	0.866666666666666	2.5
2_9	2	D	3	9	other	spk9_3.wav	200	1	0.437932014465	2	0.5	0.336820083682008	0.866666666666666	2.5
2_9	2	D	8	9	other	spk9_8.wav	93	2	0.403692960739	2	0.5	-0.110878661087866	0.866666666666666	2.5
2_9	2	D	20	9	other	spk9_20.wav	215	2	0.585983037949	2	0.5	0.399581589958159	0.866666666666666	2.5
2_9	2	D	1	9	other	spk9_1.wav	55	2	0.403706073761	2	0.5	-0.269874476987448	0.866666666666666	2.5
2_9	2	D	15	9	other	spk9_15.wav	204	1	0.336502075195	2	0.5	0.353556485355649	0.866666666666666	2.5
2_9	2	D	21	9	other	spk9_21.wav	218	1	0.804829835892	2	0.5	0.412133891213389	0.866666666666666	2.5
2_9	2	D	35	9	other	spk9_35.wav	206	2	0.337249994278	2	0.5	0.361924686192469	0.866666666666666	2.5
2_9	2	D	60	9	other	spk9_60.wav	220	2	0.819473028183	2	0.5	0.420502092050209	0.866666666666666	2.5
2_9	2	D	38	9	other	spk9_38.wav	100	2	0.737982988358	2	0.5	-0.0815899581589958	0.866666666666666	2.5
2_9	2	D	48	9	other	spk9_48.wav	21	1	0.755116939545	2	0.5	-0.412133891213389	0.866666666666666	2.5
2_9	2	D	54	9	other	spk9_54.wav	102	1	1.02014994621	2	0.5	-0.0732217573221757	0.866666666666666	2.5
2_9	2	D	44	9	other	spk9_44.wav	131	2	0.537550926208	2	0.5	0.0481171548117155	0.866666666666666	2.5
2_9	2	D	36	9	other	spk9_36.wav	51	1	0.470830917358	2	0.5	-0.286610878661088	0.866666666666666	2.5
2_9	2	D	46	9	other	spk9_46.wav	105	1	0.286635875702	2	0.5	-0.0606694560669456	0.866666666666666	2.5
2_9	2	D	2	9	other	spk9_2.wav	187	2	0.0359818935394	2	0.5	0.282426778242678	0.866666666666666	2.5
2_9	2	D	7	9	other	spk9_7.wav	228	2	0.704621076584	2	0.5	0.45397489539749	0.866666666666666	2.5
2_9	2	D	16	9	other	spk9_16.wav	68	2	0.469465970993	2	0.5	-0.215481171548117	0.866666666666666	2.5
2_9	2	D	49	9	other	spk9_49.wav	96	3	0.804844856262	2	0.5	-0.098326359832636	0.866666666666666	2.5
2_9	2	D	50	9	other	spk9_50.wav	151	2	0.303151130676	2	0.5	0.131799163179916	0.866666666666666	2.5
2_9	2	D	52	9	other	spk9_52.wav	219	1	0.437613010406	2	0.5	0.416317991631799	0.866666666666666	2.5
2_9	2	D	25	9	other	spk9_25.wav	72	1	0.153488874435	2	0.5	-0.198744769874477	0.866666666666666	2.5
2_9	2	D	59	9	other	spk9_59.wav	234	2	0.217747211456	2	0.5	0.47907949790795	0.866666666666666	2.5
2_9	2	D	28	9	other	spk9_28.wav	195	2	0.25362610817	2	0.5	0.315899581589958	0.866666666666666	2.5
2_9	2	D	6	9	other	spk9_6.wav	156	2	0.704481124878	2	0.5	0.152719665271967	0.866666666666666	2.5
2_9	2	D	57	9	other	spk9_57.wav	237	1	0.520542144775	2	0.5	0.49163179916318	0.866666666666666	2.5
2_9	2	D	12	9	other	spk9_12.wav	77	1	0.354048013687	2	0.5	-0.177824267782427	0.866666666666666	2.5
2_9	2	D	34	9	other	spk9_34.wav	199	2	0.537391901016	2	0.5	0.332635983263598	0.866666666666666	2.5
20_12	20	D	5	12	other	spk12_5.wav	123	3	1.00513291359	20	0.5	0.0146443514644351	0.733333333333333	2.5
20_12	20	D	13	12	other	spk12_13.wav	42	4	1.00529003143	20	0.5	-0.324267782426778	0.733333333333333	2.5
20_12	20	D	28	12	other	spk12_28.wav	41	3	0.568295001984	20	0.5	-0.328451882845188	0.733333333333333	2.5
20_12	20	D	35	12	other	spk12_35.wav	153	4	0.453104019165	20	0.5	0.140167364016736	0.733333333333333	2.5
20_12	20	D	11	12	other	spk12_11.wav	24	4	0.836336135864	20	0.5	-0.399581589958159	0.733333333333333	2.5
20_12	20	D	34	12	other	spk12_34.wav	128	3	2.22369503975	20	0.5	0.0355648535564853	0.733333333333333	2.5
20_12	20	D	54	12	other	spk12_54.wav	21	4	1.92381596565	20	0.5	-0.412133891213389	0.733333333333333	2.5
20_12	20	D	38	12	other	spk12_38.wav	13	3	1.088752985	20	0.5	-0.445606694560669	0.733333333333333	2.5
20_12	20	D	26	12	other	spk12_26.wav	148	3	0.169505834579	20	0.5	0.119246861924686	0.733333333333333	2.5
20_12	20	D	1	12	other	spk12_1.wav	163	4	0.268479824066	20	0.5	0.182008368200837	0.733333333333333	2.5
20_12	20	D	41	12	other	spk12_41.wav	160	3	0.585987091064	20	0.5	0.169456066945607	0.733333333333333	2.5
20_12	20	D	14	12	other	spk12_14.wav	57	3	1.15553212166	20	0.5	-0.261506276150628	0.733333333333333	2.5
20_12	20	D	50	12	other	spk12_50.wav	5	1	1.38802194595	20	0.5	-0.47907949790795	0.733333333333333	2.5
20_12	20	D	10	12	other	spk12_10.wav	193	2	0.818665027618	20	0.5	0.307531380753138	0.733333333333333	2.5
20_12	20	D	46	12	other	spk12_46.wav	141	2	1.32222890854	20	0.5	0.0899581589958159	0.733333333333333	2.5
20_12	20	D	7	12	other	spk12_7.wav	74	5	0.236263990402	20	0.5	-0.190376569037657	0.733333333333333	2.5
20_12	20	D	20	12	other	spk12_20.wav	156	3	0.768981933594	20	0.5	0.152719665271967	0.733333333333333	2.5
20_12	20	D	42	12	other	spk12_42.wav	104	2	1.95775198936	20	0.5	-0.0648535564853556	0.733333333333333	2.5
20_12	20	D	51	12	other	spk12_51.wav	80	2	1.15516400337	20	0.5	-0.165271966527197	0.733333333333333	2.5
20_12	20	D	2	12	other	spk12_2.wav	133	4	0.604193925858	20	0.5	0.0564853556485355	0.733333333333333	2.5
20_12	20	D	15	12	other	spk12_15.wav	27	4	1.01976919174	20	0.5	-0.387029288702929	0.733333333333333	2.5
20_12	20	D	23	12	other	spk12_23.wav	201	3	0.837065935135	20	0.5	0.341004184100418	0.733333333333333	2.5
20_12	20	D	39	12	other	spk12_39.wav	162	2	0.236335992813	20	0.5	0.177824267782427	0.733333333333333	2.5
20_12	20	D	56	12	other	spk12_56.wav	124	3	0.919582843781	20	0.5	0.0188284518828452	0.733333333333333	2.5
20_12	20	D	8	12	other	spk12_8.wav	83	4	0.955549001694	20	0.5	-0.152719665271967	0.733333333333333	2.5
20_12	20	D	25	12	other	spk12_25.wav	139	3	0.136193990707	20	0.5	0.0815899581589958	0.733333333333333	2.5
20_12	20	D	47	12	other	spk12_47.wav	45	3	2.0076379776	20	0.5	-0.311715481171548	0.733333333333333	2.5
20_12	20	D	55	12	other	spk12_55.wav	154	4	1.48856592178	20	0.5	0.144351464435146	0.733333333333333	2.5
20_12	20	D	49	12	other	spk12_49.wav	168	3	1.25543117523	20	0.5	0.202928870292887	0.733333333333333	2.5
20_12	20	D	29	12	other	spk12_29.wav	129	4	1.42322897911	20	0.5	0.0397489539748954	0.733333333333333	2.5
20_12	20	D	24	12	other	spk12_24.wav	9	3	0.888700008392	20	0.5	-0.46234309623431	0.733333333333333	2.5
20_12	20	D	37	12	other	spk12_37.wav	185	3	0.601964950562	20	0.5	0.274058577405858	0.733333333333333	2.5
20_12	20	D	27	12	other	spk12_27.wav	172	1	0.234922885895	20	0.5	0.219665271966527	0.733333333333333	2.5
20_12	20	D	30	12	other	spk12_30.wav	79	2	0.487804889679	20	0.5	-0.169456066945607	0.733333333333333	2.5
20_12	20	D	53	12	other	spk12_53.wav	174	3	0.420130968094	20	0.5	0.228033472803347	0.733333333333333	2.5
20_12	20	D	58	12	other	spk12_58.wav	175	3	0.251430988312	20	0.5	0.232217573221757	0.733333333333333	2.5
20_12	20	D	52	12	other	spk12_52.wav	82	3	0.971011161804	20	0.5	-0.156903765690377	0.733333333333333	2.5
20_12	20	D	6	12	other	spk12_6.wav	177	2	0.554123878479	20	0.5	0.240585774058577	0.733333333333333	2.5
20_12	20	D	36	12	other	spk12_36.wav	97	4	0.554514884949	20	0.5	-0.0941422594142259	0.733333333333333	2.5
20_12	20	D	3	12	other	spk12_3.wav	98	3	0.887815952301	20	0.5	-0.0899581589958159	0.733333333333333	2.5
20_12	20	D	40	12	other	spk12_40.wav	46	3	1.17186999321	20	0.5	-0.307531380753138	0.733333333333333	2.5
