pp	group	sentence	spk_thisTrial	voice	wavfile	trial	rating	rt	participant	voiceC	trialC	pair
9	D	8	2	other	spk2_8.wav	24	6	1.15580797195	9	0.5	0.115384615384615	9_2
9	D	7	12	other	spk12_7.wav	25	6	0.520268917084	9	0.5	0.141025641025641	9_12
9	D	1	9	self	spk9_1.wav	26	1	0.938607931137	9	-0.5	0.166666666666667	9_9
9	D	2	2	other	spk2_2.wav	27	6	0.202740907669	9	0.5	0.192307692307692	9_2
9	D	2	12	other	spk12_2.wav	28	3	0.905759096146	9	0.5	0.217948717948718	9_12
9	D	9	12	other	spk12_9.wav	29	5	3.74465894699	9	0.5	0.243589743589744	9_12
9	D	2	9	self	spk9_2.wav	30	1	0.487120866776	9	-0.5	0.269230769230769	9_9
9	D	4	20	other	spk20_4.wav	31	5	1.67332983017	9	0.5	0.294871794871795	9_20
9	D	7	2	other	spk2_7.wav	32	6	2.60951304436	9	0.5	0.32051282051282	9_2
9	D	5	9	self	spk9_5.wav	33	1	0.319565057755	9	-0.5	0.346153846153846	9_9
9	D	4	2	other	spk2_4.wav	34	6	0.0360510349274	9	0.5	0.371794871794872	9_2
9	D	6	12	other	spk12_6.wav	35	3	0.951599836349	9	0.5	0.397435897435897	9_12
9	D	6	20	other	spk20_6.wav	36	4	2.00782394409	9	0.5	0.423076923076923	9_20
9	D	9	20	other	spk20_9.wav	37	6	0.166651010513	9	0.5	0.448717948717949	9_20
